out,in_time,in_gap_0,in_ordersAsDest_0,in_lv1_0,in_lv2_0,in_lv3_0,in_lv4_0,in_weather_0,in_temperature_0,in_pm25_0,in_area_0,in_totalOrders_0,in_poiCount,in_area_1,in_totalOrders_1,in_gap_1,in_ordersAsDest_1,in_lv1_1,in_lv2_1,in_lv3_1,in_lv4_1,in_weather_1,in_temperature_1,in_pm25_1,in_area_2,in_totalOrders_2,in_gap_2,in_ordersAsDest_2,in_lv1_2,in_lv2_2,in_lv3_2,in_lv4_2,in_weather_2,in_temperature_2,in_pm25_2
52,126,31,285,2835,591,188,154,2,1,53,8,421,1518402,8,421,45,316,2736,654,179,148,2,1,48,8,352,10,310,2839,609,173,151,2,1,48
88,127,52,300,2875,572,158,176,2,1,53,8,432,1518402,8,421,31,285,2835,591,188,154,2,1,53,8,421,45,316,2736,654,179,148,2,1,48
69,128,88,281,2709,603,172,165,2,1,53,8,434,1518402,8,432,52,300,2875,572,158,176,2,1,53,8,421,31,285,2835,591,188,154,2,1,53
113,129,69,327,2804,595,175,123,2,1,53,8,426,1518402,8,434,88,281,2709,603,172,165,2,1,53,8,432,52,300,2875,572,158,176,2,1,53
58,130,113,278,2879,568,143,131,2,1,53,8,478,1518402,8,426,69,327,2804,595,175,123,2,1,53,8,434,88,281,2709,603,172,165,2,1,53
45,131,58,240,2787,540,151,132,2,1,53,8,441,1518402,8,478,113,278,2879,568,143,131,2,1,53,8,426,69,327,2804,595,175,123,2,1,53
22,132,45,280,2830,571,197,104,2,1,53,8,369,1518402,8,441,58,240,2787,540,151,132,2,1,53,8,478,113,278,2879,568,143,131,2,1,53
12,133,22,206,2923,496,170,111,2,1,53,8,301,1518402,8,369,45,280,2830,571,197,104,2,1,53,8,441,58,240,2787,540,151,132,2,1,53
17,134,12,195,2864,402,140,111,2,1,53,8,253,1518402,8,301,22,206,2923,496,170,111,2,1,53,8,369,45,280,2830,571,197,104,2,1,53
7,135,17,134,2880,474,143,100,2,1,53,8,283,1518402,8,253,12,195,2864,402,140,111,2,1,53,8,301,22,206,2923,496,170,111,2,1,53
6,136,7,135,2880,431,140,137,2,1,53,8,181,1518402,8,283,17,134,2880,474,143,100,2,1,53,8,253,12,195,2864,402,140,111,2,1,53
7,137,6,98,2900,394,133,114,2,1,58,8,192,1518402,8,181,7,135,2880,431,140,137,2,1,53,8,283,17,134,2880,474,143,100,2,1,53
6,138,7,90,2862,396,131,88,2,1,58,8,165,1518402,8,192,6,98,2900,394,133,114,2,1,58,8,181,7,135,2880,431,140,137,2,1,53
13,139,6,58,2814,426,119,115,2,1,58,8,139,1518402,8,165,7,90,2862,396,131,88,2,1,58,8,192,6,98,2900,394,133,114,2,1,58
12,140,13,74,2815,422,137,128,2,1,58,8,140,1518402,8,139,6,58,2814,426,119,115,2,1,58,8,165,7,90,2862,396,131,88,2,1,58
4,141,12,73,2859,381,159,104,2,1,58,8,138,1518402,8,140,13,74,2815,422,137,128,2,1,58,8,139,6,58,2814,426,119,115,2,1,58
10,142,4,77,2772,374,118,153,2,1,58,8,110,1518402,8,138,12,73,2859,381,159,104,2,1,58,8,140,13,74,2815,422,137,128,2,1,58
4,143,10,77,2771,322,113,100,2,1,58,8,115,1518402,8,110,4,77,2772,374,118,153,2,1,58,8,138,12,73,2859,381,159,104,2,1,58
7,144,4,75,2699,313,97,82,2,1,59,8,95,1518402,8,115,10,77,2771,322,113,100,2,1,58,8,110,4,77,2772,374,118,153,2,1,58
2,120,2,24,739,133,53,27,4,1,48,9,33,183762,9,33,1,17,654,155,62,26,4,2,44,9,37,0,19,635,192,54,39,4,1,44
1,121,2,14,679,143,50,29,4,1,48,9,38,183762,9,33,2,24,739,133,53,27,4,1,48,9,33,1,17,654,155,62,26,4,2,44
0,122,1,4,650,132,45,29,4,1,48,9,48,183762,9,38,2,14,679,143,50,29,4,1,48,9,33,2,24,739,133,53,27,4,1,48
3,123,0,15,600,160,36,40,4,1,48,9,36,183762,9,48,1,4,650,132,45,29,4,1,48,9,38,2,14,679,143,50,29,4,1,48
3,124,3,11,619,140,49,18,2,1,48,9,42,183762,9,36,0,15,600,160,36,40,4,1,48,9,48,1,4,650,132,45,29,4,1,48
4,125,3,16,658,135,46,38,2,1,48,9,38,183762,9,42,3,11,619,140,49,18,2,1,48,9,36,0,15,600,160,36,40,4,1,48
5,126,4,20,667,147,43,17,2,1,53,9,46,183762,9,38,3,16,658,135,46,38,2,1,48,9,42,3,11,619,140,49,18,2,1,48
3,127,5,16,656,97,41,27,2,1,53,9,48,183762,9,46,4,20,667,147,43,17,2,1,53,9,38,3,16,658,135,46,38,2,1,48
1,128,3,12,618,140,48,22,2,1,53,9,32,183762,9,48,5,16,656,97,41,27,2,1,53,9,46,4,20,667,147,43,17,2,1,53
2,129,1,16,625,118,45,42,2,1,53,9,26,183762,9,32,3,12,618,140,48,22,2,1,53,9,48,5,16,656,97,41,27,2,1,53
6,130,2,11,677,110,27,24,2,1,53,9,37,183762,9,26,1,16,625,118,45,42,2,1,53,9,32,3,12,618,140,48,22,2,1,53
2,131,6,21,601,114,39,19,2,1,53,9,46,183762,9,37,2,11,677,110,27,24,2,1,53,9,26,1,16,625,118,45,42,2,1,53
1,132,2,14,624,128,46,26,2,1,53,9,40,183762,9,46,6,21,601,114,39,19,2,1,53,9,37,2,11,677,110,27,24,2,1,53
2,133,1,11,630,102,20,39,2,1,53,9,33,183762,9,40,2,14,624,128,46,26,2,1,53,9,46,6,21,601,114,39,19,2,1,53
2,134,2,10,649,143,37,24,2,1,53,9,39,183762,9,33,1,11,630,102,20,39,2,1,53,9,40,2,14,624,128,46,26,2,1,53
3,135,2,12,629,97,33,35,2,1,53,9,37,183762,9,39,2,10,649,143,37,24,2,1,53,9,33,1,11,630,102,20,39,2,1,53
3,136,3,9,607,108,43,25,2,1,53,9,29,183762,9,37,2,12,629,97,33,35,2,1,53,9,39,2,10,649,143,37,24,2,1,53
0,137,3,11,586,101,24,17,2,1,58,9,32,183762,9,29,3,9,607,108,43,25,2,1,53,9,37,2,12,629,97,33,35,2,1,53
0,138,0,4,622,113,33,41,2,1,58,9,31,183762,9,32,3,11,586,101,24,17,2,1,58,9,29,3,9,607,108,43,25,2,1,53
1,139,0,8,613,107,29,25,2,1,58,9,19,183762,9,31,0,4,622,113,33,41,2,1,58,9,32,3,11,586,101,24,17,2,1,58
2,140,1,4,593,90,31,24,2,1,58,9,21,183762,9,19,0,8,613,107,29,25,2,1,58,9,31,0,4,622,113,33,41,2,1,58
6,141,2,4,541,84,36,18,2,1,58,9,17,183762,9,21,1,4,593,90,31,24,2,1,58,9,19,0,8,613,107,29,25,2,1,58
1,142,6,7,496,85,35,19,2,1,58,9,22,183762,9,17,2,4,541,84,36,18,2,1,58,9,21,1,4,593,90,31,24,2,1,58
4,143,1,5,547,104,23,10,2,1,58,9,17,183762,9,22,6,7,496,85,35,19,2,1,58,9,17,2,4,541,84,36,18,2,1,58
0,144,4,6,592,64,31,15,2,1,59,9,15,183762,9,17,1,5,547,104,23,10,2,1,58,9,22,6,7,496,85,35,19,2,1,58
0,120,0,2,194,13,3,0,4,1,48,10,2,30295,10,3,1,4,158,14,5,5,4,2,44,10,3,0,3,181,9,5,1,4,1,44
1,121,0,2,167,10,1,3,4,1,48,10,2,30295,10,2,0,2,194,13,3,0,4,1,48,10,3,1,4,158,14,5,5,4,2,44
0,122,1,6,161,24,1,2,4,1,48,10,8,30295,10,2,0,2,167,10,1,3,4,1,48,10,2,0,2,194,13,3,0,4,1,48
0,123,0,5,192,8,3,0,4,1,48,10,2,30295,10,8,1,6,161,24,1,2,4,1,48,10,2,0,2,167,10,1,3,4,1,48
0,124,0,6,184,11,3,3,2,1,48,10,4,30295,10,2,0,5,192,8,3,0,4,1,48,10,8,1,6,161,24,1,2,4,1,48
1,125,0,3,190,7,1,1,2,1,48,10,0,30295,10,4,0,6,184,11,3,3,2,1,48,10,2,0,5,192,8,3,0,4,1,48
0,126,1,2,170,8,1,1,2,1,53,10,1,30295,10,0,0,3,190,7,1,1,2,1,48,10,4,0,6,184,11,3,3,2,1,48
0,127,0,5,179,18,0,0,2,1,53,10,1,30295,10,1,1,2,170,8,1,1,2,1,53,10,0,0,3,190,7,1,1,2,1,48
0,128,0,6,143,0,3,0,2,1,53,10,1,30295,10,1,0,5,179,18,0,0,2,1,53,10,1,1,2,170,8,1,1,2,1,53
0,129,0,3,155,18,2,0,2,1,53,10,1,30295,10,1,0,6,143,0,3,0,2,1,53,10,1,0,5,179,18,0,0,2,1,53
0,130,0,4,185,9,5,6,2,1,53,10,1,30295,10,1,0,3,155,18,2,0,2,1,53,10,1,0,6,143,0,3,0,2,1,53
1,131,0,2,181,29,5,4,2,1,53,10,0,30295,10,1,0,4,185,9,5,6,2,1,53,10,1,0,3,155,18,2,0,2,1,53
2,132,1,1,176,12,3,5,2,1,53,10,3,30295,10,0,0,2,181,29,5,4,2,1,53,10,1,0,4,185,9,5,6,2,1,53
0,133,2,1,168,9,0,4,2,1,53,10,3,30295,10,3,1,1,176,12,3,5,2,1,53,10,0,0,2,181,29,5,4,2,1,53
0,134,0,5,154,3,3,2,2,1,53,10,0,30295,10,3,2,1,168,9,0,4,2,1,53,10,3,1,1,176,12,3,5,2,1,53
0,135,0,2,159,9,3,0,2,1,53,10,2,30295,10,0,0,5,154,3,3,2,2,1,53,10,3,2,1,168,9,0,4,2,1,53
0,136,0,1,136,11,5,2,2,1,53,10,3,30295,10,2,0,2,159,9,3,0,2,1,53,10,0,0,5,154,3,3,2,2,1,53
0,137,0,2,155,6,0,4,2,1,58,10,1,30295,10,3,0,1,136,11,5,2,2,1,53,10,2,0,2,159,9,3,0,2,1,53
0,138,0,2,177,11,2,1,2,1,58,10,1,30295,10,1,0,2,155,6,0,4,2,1,58,10,3,0,1,136,11,5,2,2,1,53
0,139,0,4,148,13,0,1,2,1,58,10,1,30295,10,1,0,2,177,11,2,1,2,1,58,10,1,0,2,155,6,0,4,2,1,58
0,140,0,2,158,5,2,0,2,1,58,10,1,30295,10,1,0,4,148,13,0,1,2,1,58,10,1,0,2,177,11,2,1,2,1,58
0,141,0,3,164,6,1,0,2,1,58,10,1,30295,10,1,0,2,158,5,2,0,2,1,58,10,1,0,4,148,13,0,1,2,1,58
0,142,0,0,103,14,1,3,2,1,58,10,0,30295,10,1,0,3,164,6,1,0,2,1,58,10,1,0,2,158,5,2,0,2,1,58
0,143,0,0,90,12,1,0,2,1,58,10,0,30295,10,0,0,0,103,14,1,3,2,1,58,10,1,0,3,164,6,1,0,2,1,58
0,144,0,5,171,12,6,0,2,1,59,10,0,30295,10,0,0,0,90,12,1,0,2,1,58,10,0,0,0,103,14,1,3,2,1,58
0,120,0,22,871,181,44,26,4,1,48,11,26,254644,11,25,1,14,859,199,30,42,4,2,44,11,30,3,15,825,200,63,39,4,1,44
0,121,0,18,902,158,35,21,4,1,48,11,23,254644,11,26,0,22,871,181,44,26,4,1,48,11,25,1,14,859,199,30,42,4,2,44
0,122,0,25,856,182,63,28,4,1,48,11,20,254644,11,23,0,18,902,158,35,21,4,1,48,11,26,0,22,871,181,44,26,4,1,48
2,123,0,26,844,171,45,56,4,1,48,11,17,254644,11,20,0,25,856,182,63,28,4,1,48,11,23,0,18,902,158,35,21,4,1,48
1,124,2,14,902,147,41,31,2,1,48,11,29,254644,11,17,0,26,844,171,45,56,4,1,48,11,20,0,25,856,182,63,28,4,1,48
0,125,1,28,827,182,45,38,2,1,48,11,29,254644,11,29,2,14,902,147,41,31,2,1,48,11,17,0,26,844,171,45,56,4,1,48
5,126,0,24,825,206,39,38,2,1,53,11,28,254644,11,29,1,28,827,182,45,38,2,1,48,11,29,2,14,902,147,41,31,2,1,48
2,127,5,28,792,149,40,23,2,1,53,11,24,254644,11,28,0,24,825,206,39,38,2,1,53,11,29,1,28,827,182,45,38,2,1,48
1,128,2,28,823,173,40,35,2,1,53,11,18,254644,11,24,5,28,792,149,40,23,2,1,53,11,28,0,24,825,206,39,38,2,1,53
1,129,1,19,857,163,27,22,2,1,53,11,18,254644,11,18,2,28,823,173,40,35,2,1,53,11,24,5,28,792,149,40,23,2,1,53
2,130,1,21,853,162,37,17,2,1,53,11,15,254644,11,18,1,19,857,163,27,22,2,1,53,11,18,2,28,823,173,40,35,2,1,53
1,131,2,24,825,119,31,16,2,1,53,11,25,254644,11,15,1,21,853,162,37,17,2,1,53,11,18,1,19,857,163,27,22,2,1,53
2,132,1,18,776,149,38,13,2,1,53,11,16,254644,11,25,2,24,825,119,31,16,2,1,53,11,15,1,21,853,162,37,17,2,1,53
0,133,2,17,914,181,49,36,2,1,53,11,18,254644,11,16,1,18,776,149,38,13,2,1,53,11,25,2,24,825,119,31,16,2,1,53
1,134,0,20,876,137,32,9,2,1,53,11,14,254644,11,18,2,17,914,181,49,36,2,1,53,11,16,1,18,776,149,38,13,2,1,53
1,135,1,20,811,124,28,15,2,1,53,11,19,254644,11,14,0,20,876,137,32,9,2,1,53,11,18,2,17,914,181,49,36,2,1,53
0,136,1,13,783,116,27,19,2,1,53,11,17,254644,11,19,1,20,811,124,28,15,2,1,53,11,14,0,20,876,137,32,9,2,1,53
1,137,0,10,761,126,31,16,2,1,58,11,13,254644,11,17,1,13,783,116,27,19,2,1,53,11,19,1,20,811,124,28,15,2,1,53
2,138,1,9,731,104,34,17,2,1,58,11,16,254644,11,13,0,10,761,126,31,16,2,1,58,11,17,1,13,783,116,27,19,2,1,53
0,139,2,13,786,90,37,16,2,1,58,11,16,254644,11,16,1,9,731,104,34,17,2,1,58,11,13,0,10,761,126,31,16,2,1,58
0,140,0,7,749,114,21,16,2,1,58,11,8,254644,11,16,2,13,786,90,37,16,2,1,58,11,16,1,9,731,104,34,17,2,1,58
1,141,0,13,768,120,28,10,2,1,58,11,8,254644,11,8,0,7,749,114,21,16,2,1,58,11,16,2,13,786,90,37,16,2,1,58
3,142,1,8,675,86,26,15,2,1,58,11,10,254644,11,8,0,13,768,120,28,10,2,1,58,11,8,0,7,749,114,21,16,2,1,58
1,143,3,12,586,86,17,12,2,1,58,11,13,254644,11,10,1,8,675,86,26,15,2,1,58,11,8,0,13,768,120,28,10,2,1,58
1,144,1,9,665,107,28,18,2,1,59,11,11,254644,11,13,3,12,586,86,17,12,2,1,58,11,10,1,8,675,86,26,15,2,1,58
6,120,4,44,1820,347,65,62,4,1,48,12,131,878555,12,128,2,42,1839,379,95,67,4,2,44,12,119,6,52,1846,398,58,77,4,1,44
4,121,6,69,1865,352,87,50,4,1,48,12,135,878555,12,131,4,44,1820,347,65,62,4,1,48,12,128,2,42,1839,379,95,67,4,2,44
4,122,4,71,1854,345,79,61,4,1,48,12,180,878555,12,135,6,69,1865,352,87,50,4,1,48,12,131,4,44,1820,347,65,62,4,1,48
10,123,4,52,1831,315,92,89,4,1,48,12,168,878555,12,180,4,71,1854,345,79,61,4,1,48,12,135,6,69,1865,352,87,50,4,1,48
2,124,10,55,1763,377,117,79,2,1,48,12,203,878555,12,168,4,52,1831,315,92,89,4,1,48,12,180,4,71,1854,345,79,61,4,1,48
6,125,2,65,1798,366,89,78,2,1,48,12,170,878555,12,203,10,55,1763,377,117,79,2,1,48,12,168,4,52,1831,315,92,89,4,1,48
2,126,6,60,1804,363,82,60,2,1,53,12,146,878555,12,170,2,65,1798,366,89,78,2,1,48,12,203,10,55,1763,377,117,79,2,1,48
13,127,2,40,1748,361,72,50,2,1,53,12,159,878555,12,146,6,60,1804,363,82,60,2,1,53,12,170,2,65,1798,366,89,78,2,1,48
7,128,13,61,1766,287,75,50,2,1,53,12,199,878555,12,159,2,40,1748,361,72,50,2,1,53,12,146,6,60,1804,363,82,60,2,1,53
5,129,7,53,1816,279,92,43,2,1,53,12,152,878555,12,199,13,61,1766,287,75,50,2,1,53,12,159,2,40,1748,361,72,50,2,1,53
6,130,5,43,1796,288,59,61,2,1,53,12,151,878555,12,152,7,53,1816,279,92,43,2,1,53,12,199,13,61,1766,287,75,50,2,1,53
3,131,6,36,1819,254,85,43,2,1,53,12,159,878555,12,151,5,43,1796,288,59,61,2,1,53,12,152,7,53,1816,279,92,43,2,1,53
4,132,3,26,1789,288,70,62,2,1,53,12,125,878555,12,159,6,36,1819,254,85,43,2,1,53,12,151,5,43,1796,288,59,61,2,1,53
13,133,4,30,1805,201,60,40,2,1,53,12,118,878555,12,125,3,26,1789,288,70,62,2,1,53,12,159,6,36,1819,254,85,43,2,1,53
3,134,13,41,1781,223,51,60,2,1,53,12,146,878555,12,118,4,30,1805,201,60,40,2,1,53,12,125,3,26,1789,288,70,62,2,1,53
7,135,3,42,1746,197,53,49,2,1,53,12,110,878555,12,146,13,41,1781,223,51,60,2,1,53,12,118,4,30,1805,201,60,40,2,1,53
7,136,7,32,1768,192,56,41,2,1,53,12,102,878555,12,110,3,42,1746,197,53,49,2,1,53,12,146,13,41,1781,223,51,60,2,1,53
0,137,7,22,1785,209,39,39,2,1,58,12,102,878555,12,102,7,32,1768,192,56,41,2,1,53,12,110,3,42,1746,197,53,49,2,1,53
3,138,0,21,1764,220,52,41,2,1,58,12,83,878555,12,102,7,22,1785,209,39,39,2,1,58,12,102,7,32,1768,192,56,41,2,1,53
3,139,3,16,1766,182,39,37,2,1,58,12,88,878555,12,83,0,21,1764,220,52,41,2,1,58,12,102,7,22,1785,209,39,39,2,1,58
7,140,3,23,1718,166,38,33,2,1,58,12,88,878555,12,88,3,16,1766,182,39,37,2,1,58,12,83,0,21,1764,220,52,41,2,1,58
2,141,7,17,1732,191,58,32,2,1,58,12,80,878555,12,88,3,23,1718,166,38,33,2,1,58,12,88,3,16,1766,182,39,37,2,1,58
4,142,2,14,1733,190,38,25,2,1,58,12,65,878555,12,80,7,17,1732,191,58,32,2,1,58,12,88,3,23,1718,166,38,33,2,1,58
19,143,4,15,1612,151,54,35,2,1,58,12,75,878555,12,65,2,14,1733,190,38,25,2,1,58,12,80,7,17,1732,191,58,32,2,1,58
50,144,19,22,1599,146,29,47,2,1,59,12,87,878555,12,75,4,15,1612,151,54,35,2,1,58,12,65,2,14,1733,190,38,25,2,1,58
3,120,2,6,573,68,19,13,4,1,48,13,16,104248,13,14,0,18,613,62,20,19,4,2,44,13,19,1,10,571,41,14,9,4,1,44
1,121,3,15,553,42,12,17,4,1,48,13,25,104248,13,16,2,6,573,68,19,13,4,1,48,13,14,0,18,613,62,20,19,4,2,44
0,122,1,23,525,43,15,8,4,1,48,13,18,104248,13,25,3,15,553,42,12,17,4,1,48,13,16,2,6,573,68,19,13,4,1,48
0,123,0,12,522,43,11,7,4,1,48,13,9,104248,13,18,1,23,525,43,15,8,4,1,48,13,25,3,15,553,42,12,17,4,1,48
0,124,0,18,510,52,13,9,2,1,48,13,9,104248,13,9,0,12,522,43,11,7,4,1,48,13,18,1,23,525,43,15,8,4,1,48
0,125,0,16,491,49,16,11,2,1,48,13,16,104248,13,9,0,18,510,52,13,9,2,1,48,13,9,0,12,522,43,11,7,4,1,48
1,126,0,13,539,46,23,11,2,1,53,13,15,104248,13,16,0,16,491,49,16,11,2,1,48,13,9,0,18,510,52,13,9,2,1,48
1,127,1,10,511,41,11,6,2,1,53,13,11,104248,13,15,0,13,539,46,23,11,2,1,53,13,16,0,16,491,49,16,11,2,1,48
0,128,1,22,526,51,21,13,2,1,53,13,16,104248,13,11,1,10,511,41,11,6,2,1,53,13,15,0,13,539,46,23,11,2,1,53
1,129,0,19,576,53,24,20,2,1,53,13,15,104248,13,16,1,22,526,51,21,13,2,1,53,13,11,1,10,511,41,11,6,2,1,53
1,130,1,13,532,37,23,18,2,1,53,13,16,104248,13,15,0,19,576,53,24,20,2,1,53,13,16,1,22,526,51,21,13,2,1,53
0,131,1,15,527,46,18,15,2,1,53,13,14,104248,13,16,1,13,532,37,23,18,2,1,53,13,15,0,19,576,53,24,20,2,1,53
6,132,0,15,545,38,15,7,2,1,53,13,8,104248,13,14,1,15,527,46,18,15,2,1,53,13,16,1,13,532,37,23,18,2,1,53
0,133,6,8,478,22,12,6,2,1,53,13,14,104248,13,8,0,15,545,38,15,7,2,1,53,13,14,1,15,527,46,18,15,2,1,53
0,134,0,10,580,25,13,12,2,1,53,13,5,104248,13,14,6,8,478,22,12,6,2,1,53,13,8,0,15,545,38,15,7,2,1,53
1,135,0,8,531,31,9,7,2,1,53,13,4,104248,13,5,0,10,580,25,13,12,2,1,53,13,14,6,8,478,22,12,6,2,1,53
0,136,1,8,497,43,13,5,2,1,53,13,15,104248,13,4,0,8,531,31,9,7,2,1,53,13,5,0,10,580,25,13,12,2,1,53
2,137,0,4,462,35,15,4,2,1,58,13,8,104248,13,15,1,8,497,43,13,5,2,1,53,13,4,0,8,531,31,9,7,2,1,53
0,138,2,6,426,16,11,5,2,1,58,13,8,104248,13,8,0,4,462,35,15,4,2,1,58,13,15,1,8,497,43,13,5,2,1,53
0,139,0,9,406,48,8,16,2,1,58,13,5,104248,13,8,2,6,426,16,11,5,2,1,58,13,8,0,4,462,35,15,4,2,1,58
1,140,0,7,434,32,11,15,2,1,58,13,6,104248,13,5,0,9,406,48,8,16,2,1,58,13,8,2,6,426,16,11,5,2,1,58
1,141,1,8,353,29,19,11,2,1,58,13,6,104248,13,6,0,7,434,32,11,15,2,1,58,13,5,0,9,406,48,8,16,2,1,58
0,142,1,7,463,35,7,5,2,1,58,13,5,104248,13,6,1,8,353,29,19,11,2,1,58,13,6,0,7,434,32,11,15,2,1,58
0,143,0,1,412,13,14,6,2,1,58,13,6,104248,13,5,1,7,463,35,7,5,2,1,58,13,6,1,8,353,29,19,11,2,1,58
1,144,0,6,381,17,6,4,2,1,59,13,8,104248,13,6,0,1,412,13,14,6,2,1,58,13,5,1,7,463,35,7,5,2,1,58
3,120,5,91,1541,334,83,68,4,1,48,14,82,427923,14,79,5,94,1546,353,94,69,4,2,44,14,82,7,76,1600,381,91,75,4,1,44
2,121,3,97,1610,329,90,44,4,1,48,14,87,427923,14,82,5,91,1541,334,83,68,4,1,48,14,79,5,94,1546,353,94,69,4,2,44
4,122,2,122,1493,349,108,57,4,1,48,14,73,427923,14,87,3,97,1610,329,90,44,4,1,48,14,82,5,91,1541,334,83,68,4,1,48
4,123,4,98,1474,312,110,47,4,1,48,14,84,427923,14,73,2,122,1493,349,108,57,4,1,48,14,87,3,97,1610,329,90,44,4,1,48
8,124,4,106,1544,330,81,58,2,1,48,14,74,427923,14,84,4,98,1474,312,110,47,4,1,48,14,73,2,122,1493,349,108,57,4,1,48
8,125,8,112,1568,277,94,47,2,1,48,14,79,427923,14,74,4,106,1544,330,81,58,2,1,48,14,84,4,98,1474,312,110,47,4,1,48
4,126,8,105,1516,304,92,93,2,1,53,14,91,427923,14,79,8,112,1568,277,94,47,2,1,48,14,74,4,106,1544,330,81,58,2,1,48
3,127,4,99,1564,313,96,65,2,1,53,14,62,427923,14,91,8,105,1516,304,92,93,2,1,53,14,79,8,112,1568,277,94,47,2,1,48
7,128,3,155,1465,295,83,69,2,1,53,14,76,427923,14,62,4,99,1564,313,96,65,2,1,53,14,91,8,105,1516,304,92,93,2,1,53
6,129,7,154,1565,304,78,50,2,1,53,14,80,427923,14,76,3,155,1465,295,83,69,2,1,53,14,62,4,99,1564,313,96,65,2,1,53
5,130,6,125,1511,306,87,63,2,1,53,14,71,427923,14,80,7,154,1565,304,78,50,2,1,53,14,76,3,155,1465,295,83,69,2,1,53
6,131,5,95,1539,227,98,62,2,1,53,14,61,427923,14,71,6,125,1511,306,87,63,2,1,53,14,80,7,154,1565,304,78,50,2,1,53
1,132,6,111,1563,271,81,81,2,1,53,14,65,427923,14,61,5,95,1539,227,98,62,2,1,53,14,71,6,125,1511,306,87,63,2,1,53
1,133,1,80,1599,270,79,49,2,1,53,14,48,427923,14,65,6,111,1563,271,81,81,2,1,53,14,61,5,95,1539,227,98,62,2,1,53
0,134,1,86,1523,250,63,44,2,1,53,14,47,427923,14,48,1,80,1599,270,79,49,2,1,53,14,65,6,111,1563,271,81,81,2,1,53
0,135,0,69,1511,275,78,38,2,1,53,14,45,427923,14,47,1,86,1523,250,63,44,2,1,53,14,48,1,80,1599,270,79,49,2,1,53
0,136,0,63,1480,282,87,41,2,1,53,14,47,427923,14,45,0,69,1511,275,78,38,2,1,53,14,47,1,86,1523,250,63,44,2,1,53
0,137,0,49,1428,250,79,77,2,1,58,14,31,427923,14,47,0,63,1480,282,87,41,2,1,53,14,45,0,69,1511,275,78,38,2,1,53
4,138,0,43,1483,241,79,55,2,1,58,14,19,427923,14,31,0,49,1428,250,79,77,2,1,58,14,47,0,63,1480,282,87,41,2,1,53
4,139,4,41,1485,205,58,46,2,1,58,14,31,427923,14,19,0,43,1483,241,79,55,2,1,58,14,31,0,49,1428,250,79,77,2,1,58
1,140,4,36,1440,233,56,58,2,1,58,14,25,427923,14,31,4,41,1485,205,58,46,2,1,58,14,19,0,43,1483,241,79,55,2,1,58
3,141,1,38,1476,208,59,40,2,1,58,14,29,427923,14,25,4,36,1440,233,56,58,2,1,58,14,31,4,41,1485,205,58,46,2,1,58
2,142,3,29,1439,181,63,32,2,1,58,14,28,427923,14,29,1,38,1476,208,59,40,2,1,58,14,25,4,36,1440,233,56,58,2,1,58
1,143,2,35,1449,160,47,40,2,1,58,14,29,427923,14,28,3,29,1439,181,63,32,2,1,58,14,29,1,38,1476,208,59,40,2,1,58
2,144,1,32,1445,169,38,54,2,1,59,14,19,427923,14,29,2,35,1449,160,47,40,2,1,58,14,28,3,29,1439,181,63,32,2,1,58
0,120,0,1,21,0,0,0,4,1,48,15,0,14442,15,0,0,0,19,0,0,0,4,2,44,15,1,0,1,18,0,0,0,4,1,44
0,121,0,1,16,0,0,0,4,1,48,15,0,14442,15,0,0,1,21,0,0,0,4,1,48,15,0,0,0,19,0,0,0,4,2,44
0,122,0,3,21,0,0,0,4,1,48,15,0,14442,15,0,0,1,16,0,0,0,4,1,48,15,0,0,1,21,0,0,0,4,1,48
0,123,0,1,16,0,0,0,4,1,48,15,0,14442,15,0,0,3,21,0,0,0,4,1,48,15,0,0,1,16,0,0,0,4,1,48
0,124,0,0,8,0,0,0,2,1,48,15,0,14442,15,0,0,1,16,0,0,0,4,1,48,15,0,0,3,21,0,0,0,4,1,48
0,125,0,0,19,0,0,0,2,1,48,15,1,14442,15,0,0,0,8,0,0,0,2,1,48,15,0,0,1,16,0,0,0,4,1,48
0,126,0,1,8,0,0,0,2,1,53,15,0,14442,15,1,0,0,19,0,0,0,2,1,48,15,0,0,0,8,0,0,0,2,1,48
0,127,0,0,10,0,0,0,2,1,53,15,0,14442,15,0,0,1,8,0,0,0,2,1,53,15,1,0,0,19,0,0,0,2,1,48
0,128,0,1,16,0,0,0,2,1,53,15,0,14442,15,0,0,0,10,0,0,0,2,1,53,15,0,0,1,8,0,0,0,2,1,53
0,129,0,0,11,0,0,0,2,1,53,15,0,14442,15,0,0,1,16,0,0,0,2,1,53,15,0,0,0,10,0,0,0,2,1,53
0,130,0,0,21,0,0,0,2,1,53,15,0,14442,15,0,0,0,11,0,0,0,2,1,53,15,0,0,1,16,0,0,0,2,1,53
0,131,0,0,18,0,0,0,2,1,53,15,0,14442,15,0,0,0,21,0,0,0,2,1,53,15,0,0,0,11,0,0,0,2,1,53
0,132,0,0,1,0,0,0,2,1,53,15,0,14442,15,0,0,0,18,0,0,0,2,1,53,15,0,0,0,21,0,0,0,2,1,53
0,133,0,0,12,0,0,0,2,1,53,15,0,14442,15,0,0,0,1,0,0,0,2,1,53,15,0,0,0,18,0,0,0,2,1,53
0,134,0,1,8,0,0,0,2,1,53,15,0,14442,15,0,0,0,12,0,0,0,2,1,53,15,0,0,0,1,0,0,0,2,1,53
