out,in_time,in_gap_0,in_ordersAsDest_0,in_weather_0,in_temperature_0,in_pm25_0,in_lv1_0,in_lv2_0,in_lv3_0,in_lv4_0,in_area_0,in_totalOrders_0,in_poiCount,in_area_1,in_totalOrders_1,in_gap_1,in_ordersAsDest_1,in_weather_1,in_temperature_1,in_pm25_1,in_lv1_1,in_lv2_1,in_lv3_1,in_lv4_1,in_area_2,in_totalOrders_2,in_gap_2,in_ordersAsDest_2,in_weather_2,in_temperature_2,in_pm25_2,in_lv1_2,in_lv2_2,in_lv3_2,in_lv4_2
3,12,1,0,2,0,108,216,24,6,7,18,2,126907,18,1,1,0,2,0,108,267,29,7,8,18,2,0,0,2,0,108,278,24,12,17
1,13,3,1,2,0,108,261,25,9,5,18,3,126907,18,2,1,0,2,0,108,216,24,6,7,18,1,1,0,2,0,108,267,29,7,8
0,14,1,2,2,0,108,257,26,1,6,18,1,126907,18,3,3,1,2,0,108,261,25,9,5,18,2,1,0,2,0,108,216,24,6,7
0,15,0,2,2,0,108,278,28,5,15,18,1,126907,18,1,1,2,2,0,108,257,26,1,6,18,3,3,1,2,0,108,261,25,9,5
0,16,0,1,2,0,108,199,16,10,17,18,0,126907,18,1,0,2,2,0,108,278,28,5,15,18,1,1,2,2,0,108,257,26,1,6
0,17,0,1,2,1,108,210,23,6,9,18,0,126907,18,0,0,1,2,0,108,199,16,10,17,18,1,0,2,2,0,108,278,28,5,15
0,18,0,1,2,0,106,254,23,12,16,18,0,126907,18,0,0,1,2,1,108,210,23,6,9,18,0,0,1,2,0,108,199,16,10,17
1,19,0,0,2,1,106,200,23,8,16,18,0,126907,18,0,0,1,2,0,106,254,23,12,16,18,0,0,1,2,1,108,210,23,6,9
0,20,1,0,2,1,106,180,18,8,13,18,1,126907,18,0,0,0,2,1,106,200,23,8,16,18,0,0,1,2,0,106,254,23,12,16
0,21,0,0,2,1,106,251,19,2,6,18,1,126907,18,1,1,0,2,1,106,180,18,8,13,18,0,0,0,2,1,106,200,23,8,16
0,22,0,1,2,1,106,185,14,5,9,18,0,126907,18,1,0,0,2,1,106,251,19,2,6,18,1,1,0,2,1,106,180,18,8,13
0,23,0,0,2,1,106,210,28,1,25,18,0,126907,18,0,0,1,2,1,106,185,14,5,9,18,1,0,0,2,1,106,251,19,2,6
0,24,0,1,2,1,107,225,16,10,10,18,0,126907,18,0,0,0,2,1,106,210,28,1,25,18,0,0,1,2,1,106,185,14,5,9
0,25,0,0,2,1,107,176,19,12,7,18,0,126907,18,0,0,1,2,1,107,225,16,10,10,18,0,0,0,2,1,106,210,28,1,25
0,26,0,0,2,1,107,213,17,6,10,18,0,126907,18,0,0,0,2,1,107,176,19,12,7,18,0,0,1,2,1,107,225,16,10,10
0,27,0,1,2,1,107,250,33,8,5,18,1,126907,18,0,0,0,2,1,107,213,17,6,10,18,0,0,0,2,1,107,176,19,12,7
0,28,0,0,2,1,107,221,11,8,14,18,0,126907,18,1,0,1,2,1,107,250,33,8,5,18,0,0,0,2,1,107,213,17,6,10
0,29,0,0,2,1,107,218,22,9,9,18,0,126907,18,0,0,0,2,1,107,221,11,8,14,18,1,0,1,2,1,107,250,33,8,5
0,30,0,0,2,1,107,148,26,11,9,18,0,126907,18,0,0,0,2,1,107,218,22,9,9,18,0,0,0,2,1,107,221,11,8,14
0,31,0,0,2,1,112,190,16,14,18,18,0,126907,18,0,0,0,2,1,107,148,26,11,9,18,0,0,0,2,1,107,218,22,9,9
0,32,0,3,2,1,112,187,33,3,5,18,0,126907,18,0,0,0,2,1,112,190,16,14,18,18,0,0,0,2,1,107,148,26,11,9
1,33,0,0,2,1,112,189,24,5,6,18,0,126907,18,0,0,3,2,1,112,187,33,3,5,18,0,0,0,2,1,112,190,16,14,18
0,34,1,0,2,1,112,258,21,3,2,18,2,126907,18,0,0,0,2,1,112,189,24,5,6,18,0,0,3,2,1,112,187,33,3,5
0,35,0,0,2,1,112,200,27,7,20,18,0,126907,18,2,1,0,2,1,112,258,21,3,2,18,0,0,0,2,1,112,189,24,5,6
1,36,0,0,2,1,110,259,25,3,13,18,0,126907,18,0,0,0,2,1,112,200,27,7,20,18,2,1,0,2,1,112,258,21,3,2
2,37,1,0,2,1,110,221,40,14,18,18,1,126907,18,0,0,0,2,1,110,259,25,3,13,18,0,0,0,2,1,112,200,27,7,20
0,38,2,1,2,1,110,263,30,12,6,18,2,126907,18,1,1,0,2,1,110,221,40,14,18,18,0,0,0,2,1,110,259,25,3,13
1,39,0,1,2,1,110,249,31,16,23,18,0,126907,18,2,2,1,2,1,110,263,30,12,6,18,1,1,0,2,1,110,221,40,14,18
1,40,1,1,2,1,110,226,43,16,22,18,3,126907,18,0,0,1,2,1,110,249,31,16,23,18,2,2,1,2,1,110,263,30,12,6
2,41,1,0,2,1,110,299,27,15,10,18,7,126907,18,3,1,1,2,1,110,226,43,16,22,18,0,0,1,2,1,110,249,31,16,23
0,42,2,2,2,1,106,370,53,14,25,18,10,126907,18,7,1,0,2,1,110,299,27,15,10,18,3,1,1,2,1,110,226,43,16,22
0,43,0,2,2,1,106,397,54,20,19,18,12,126907,18,10,2,2,2,1,106,370,53,14,25,18,7,1,0,2,1,110,299,27,15,10
0,44,0,6,1,1,106,403,59,24,28,18,8,126907,18,12,0,2,2,1,106,397,54,20,19,18,10,2,2,2,1,106,370,53,14,25
0,45,0,2,1,1,106,401,62,10,32,18,12,126907,18,8,0,6,1,1,106,403,59,24,28,18,12,0,2,2,1,106,397,54,20,19
0,46,0,3,1,1,106,433,106,20,19,18,11,126907,18,12,0,2,1,1,106,401,62,10,32,18,8,0,6,1,1,106,403,59,24,28
2,47,0,4,1,1,106,422,94,36,32,18,16,126907,18,11,0,3,1,1,106,433,106,20,19,18,12,0,2,1,1,106,401,62,10,32
1,48,2,3,1,1,94,515,111,27,12,18,24,126907,18,16,0,4,1,1,106,422,94,36,32,18,11,0,3,1,1,106,433,106,20,19
7,49,1,4,1,1,94,477,138,31,28,18,22,126907,18,24,2,3,1,1,94,515,111,27,12,18,16,0,4,1,1,106,422,94,36,32
0,5,0,16,2,1,100,858,62,21,12,19,14,232068,19,19,2,14,2,1,102,844,66,19,8,19,28,1,15,2,1,102,805,77,27,21
0,6,0,10,2,1,100,822,52,28,18,19,13,232068,19,14,0,16,2,1,100,858,62,21,12,19,19,2,14,2,1,102,844,66,19,8
0,7,0,12,2,1,108,800,86,33,23,19,21,232068,19,13,0,10,2,1,100,822,52,28,18,19,14,0,16,2,1,100,858,62,21,12
2,8,0,19,2,1,108,739,79,31,16,19,15,232068,19,21,0,12,2,1,108,800,86,33,23,19,13,0,10,2,1,100,822,52,28,18
0,9,2,17,2,1,108,819,81,28,16,19,12,232068,19,15,0,19,2,1,108,739,79,31,16,19,21,0,12,2,1,108,800,86,33,23
0,10,0,8,2,0,108,704,67,13,16,19,15,232068,19,12,2,17,2,1,108,819,81,28,16,19,15,0,19,2,1,108,739,79,31,16
0,11,0,8,2,0,108,754,58,21,10,19,7,232068,19,15,0,8,2,0,108,704,67,13,16,19,12,2,17,2,1,108,819,81,28,16
0,12,0,4,2,0,108,662,68,29,18,19,10,232068,19,7,0,8,2,0,108,754,58,21,10,19,15,0,8,2,0,108,704,67,13,16
1,13,0,7,2,0,108,762,57,12,14,19,7,232068,19,10,0,4,2,0,108,662,68,29,18,19,7,0,8,2,0,108,754,58,21,10
1,14,1,9,2,0,108,667,37,15,14,19,14,232068,19,7,0,7,2,0,108,762,57,12,14,19,10,0,4,2,0,108,662,68,29,18
1,15,1,6,2,0,108,715,60,27,21,19,5,232068,19,14,1,9,2,0,108,667,37,15,14,19,7,0,7,2,0,108,762,57,12,14
1,16,1,6,2,0,108,585,43,22,5,19,11,232068,19,5,1,6,2,0,108,715,60,27,21,19,14,1,9,2,0,108,667,37,15,14
0,17,1,6,2,1,108,548,53,22,8,19,9,232068,19,11,1,6,2,0,108,585,43,22,5,19,5,1,6,2,0,108,715,60,27,21
0,18,0,6,2,0,106,608,60,16,12,19,7,232068,19,9,1,6,2,1,108,548,53,22,8,19,11,1,6,2,0,108,585,43,22,5
1,19,0,4,2,1,106,615,46,14,10,19,6,232068,19,7,0,6,2,0,106,608,60,16,12,19,9,1,6,2,1,108,548,53,22,8
0,20,1,3,2,1,106,528,53,16,9,19,3,232068,19,6,0,4,2,1,106,615,46,14,10,19,7,0,6,2,0,106,608,60,16,12
0,21,0,3,2,1,106,551,36,13,0,19,5,232068,19,3,1,3,2,1,106,528,53,16,9,19,6,0,4,2,1,106,615,46,14,10
2,22,0,3,2,1,106,590,45,18,17,19,3,232068,19,5,0,3,2,1,106,551,36,13,0,19,3,1,3,2,1,106,528,53,16,9
1,23,2,4,2,1,106,590,39,16,7,19,9,232068,19,3,0,3,2,1,106,590,45,18,17,19,5,0,3,2,1,106,551,36,13,0
1,24,1,1,2,1,107,497,30,18,11,19,5,232068,19,9,2,4,2,1,106,590,39,16,7,19,3,0,3,2,1,106,590,45,18,17
1,25,1,3,2,1,107,498,24,33,14,19,3,232068,19,5,1,1,2,1,107,497,30,18,11,19,9,2,4,2,1,106,590,39,16,7
3,26,1,0,2,1,107,512,20,11,12,19,5,232068,19,3,1,3,2,1,107,498,24,33,14,19,5,1,1,2,1,107,497,30,18,11
1,27,3,3,2,1,107,459,23,12,7,19,7,232068,19,5,1,0,2,1,107,512,20,11,12,19,3,1,3,2,1,107,498,24,33,14
0,28,1,1,2,1,107,533,28,32,9,19,2,232068,19,7,3,3,2,1,107,459,23,12,7,19,5,1,0,2,1,107,512,20,11,12
4,29,0,2,2,1,107,458,32,13,13,19,1,232068,19,2,1,1,2,1,107,533,28,32,9,19,7,3,3,2,1,107,459,23,12,7
2,30,4,3,2,1,107,467,31,14,22,19,6,232068,19,1,0,2,2,1,107,458,32,13,13,19,2,1,1,2,1,107,533,28,32,9
1,31,2,1,2,1,112,400,34,11,9,19,5,232068,19,6,4,3,2,1,107,467,31,14,22,19,1,0,2,2,1,107,458,32,13,13
1,32,1,1,2,1,112,479,31,10,16,19,2,232068,19,5,2,1,2,1,112,400,34,11,9,19,6,4,3,2,1,107,467,31,14,22
1,33,1,1,2,1,112,540,24,12,14,19,1,232068,19,2,1,1,2,1,112,479,31,10,16,19,5,2,1,2,1,112,400,34,11,9
0,34,1,2,2,1,112,411,41,22,9,19,5,232068,19,1,1,1,2,1,112,540,24,12,14,19,2,1,1,2,1,112,479,31,10,16
0,35,0,1,2,1,112,500,45,14,24,19,4,232068,19,5,1,2,2,1,112,411,41,22,9,19,1,1,1,2,1,112,540,24,12,14
1,36,0,0,2,1,110,554,46,15,19,19,6,232068,19,4,0,1,2,1,112,500,45,14,24,19,5,1,2,2,1,112,411,41,22,9
3,37,1,4,2,1,110,533,42,13,6,19,2,232068,19,6,0,0,2,1,110,554,46,15,19,19,4,0,1,2,1,112,500,45,14,24
2,38,3,3,2,1,110,503,43,11,15,19,5,232068,19,2,1,4,2,1,110,533,42,13,6,19,6,0,0,2,1,110,554,46,15,19
6,39,2,3,2,1,110,549,37,9,18,19,10,232068,19,5,3,3,2,1,110,503,43,11,15,19,2,1,4,2,1,110,533,42,13,6
0,40,6,3,2,1,110,563,35,21,8,19,12,232068,19,10,2,3,2,1,110,549,37,9,18,19,5,3,3,2,1,110,503,43,11,15
0,41,0,4,2,1,110,727,37,12,11,19,23,232068,19,12,6,3,2,1,110,563,35,21,8,19,10,2,3,2,1,110,549,37,9,18
0,42,0,8,2,1,106,753,62,25,13,19,15,232068,19,23,0,4,2,1,110,727,37,12,11,19,12,6,3,2,1,110,563,35,21,8
0,43,0,4,2,1,106,828,118,28,23,19,17,232068,19,15,0,8,2,1,106,753,62,25,13,19,23,0,4,2,1,110,727,37,12,11
2,44,0,25,1,1,106,907,104,34,23,19,43,232068,19,17,0,4,2,1,106,828,118,28,23,19,15,0,8,2,1,106,753,62,25,13
4,45,2,21,1,1,106,902,118,32,28,19,47,232068,19,43,0,25,1,1,106,907,104,34,23,19,17,0,4,2,1,106,828,118,28,23
2,46,4,43,1,1,106,1000,140,39,21,19,71,232068,19,47,2,21,1,1,106,902,118,32,28,19,43,0,25,1,1,106,907,104,34,23
5,47,2,44,1,1,106,1001,138,38,23,19,76,232068,19,71,4,43,1,1,106,1000,140,39,21,19,47,2,21,1,1,106,902,118,32,28
6,48,5,46,1,1,94,1031,155,61,32,19,95,232068,19,76,2,44,1,1,106,1001,138,38,23,19,71,4,43,1,1,106,1000,140,39,21
20,49,6,57,1,1,94,1079,150,62,43,19,99,232068,19,95,5,46,1,1,94,1031,155,61,32,19,76,2,44,1,1,106,1001,138,38,23
0,5,0,9,2,1,100,683,87,28,12,20,12,238210,20,23,3,12,2,1,102,641,107,16,12,20,34,12,21,2,1,102,803,107,27,10
1,6,0,10,2,1,100,714,91,25,20,20,12,238210,20,12,0,9,2,1,100,683,87,28,12,20,23,3,12,2,1,102,641,107,16,12
3,7,1,5,2,1,108,663,75,28,23,20,11,238210,20,12,0,10,2,1,100,714,91,25,20,20,12,0,9,2,1,100,683,87,28,12
2,8,3,9,2,1,108,682,76,21,21,20,12,238210,20,11,1,5,2,1,108,663,75,28,23,20,12,0,10,2,1,100,714,91,25,20
1,9,2,9,2,1,108,614,72,29,16,20,8,238210,20,12,3,9,2,1,108,682,76,21,21,20,11,1,5,2,1,108,663,75,28,23
2,10,1,9,2,0,108,619,101,15,25,20,10,238210,20,8,2,9,2,1,108,614,72,29,16,20,12,3,9,2,1,108,682,76,21,21
1,11,2,9,2,0,108,602,48,4,12,20,9,238210,20,10,1,9,2,0,108,619,101,15,25,20,8,2,9,2,1,108,614,72,29,16
0,12,1,0,2,0,108,628,53,12,6,20,7,238210,20,9,2,9,2,0,108,602,48,4,12,20,10,1,9,2,0,108,619,101,15,25
0,13,0,5,2,0,108,560,52,5,17,20,8,238210,20,7,1,0,2,0,108,628,53,12,6,20,9,2,9,2,0,108,602,48,4,12
0,14,0,4,2,0,108,539,44,26,9,20,2,238210,20,8,0,5,2,0,108,560,52,5,17,20,7,1,0,2,0,108,628,53,12,6
0,15,0,3,2,0,108,523,35,12,15,20,7,238210,20,2,0,4,2,0,108,539,44,26,9,20,8,0,5,2,0,108,560,52,5,17
0,16,0,3,2,0,108,471,53,6,9,20,5,238210,20,7,0,3,2,0,108,523,35,12,15,20,2,0,4,2,0,108,539,44,26,9
0,17,0,5,2,1,108,502,48,18,5,20,7,238210,20,5,0,3,2,0,108,471,53,6,9,20,7,0,3,2,0,108,523,35,12,15
0,18,0,5,2,0,106,510,69,13,6,20,1,238210,20,7,0,5,2,1,108,502,48,18,5,20,5,0,3,2,0,108,471,53,6,9
0,19,0,0,2,1,106,471,41,11,9,20,2,238210,20,1,0,5,2,0,106,510,69,13,6,20,7,0,5,2,1,108,502,48,18,5
2,20,0,1,2,1,106,431,30,20,10,20,2,238210,20,2,0,0,2,1,106,471,41,11,9,20,1,0,5,2,0,106,510,69,13,6
0,21,2,5,2,1,106,353,17,9,4,20,5,238210,20,2,0,1,2,1,106,431,30,20,10,20,2,0,0,2,1,106,471,41,11,9
1,22,0,2,2,1,106,330,35,2,19,20,4,238210,20,5,2,5,2,1,106,353,17,9,4,20,2,0,1,2,1,106,431,30,20,10
2,23,1,2,2,1,106,292,36,2,8,20,3,238210,20,4,0,2,2,1,106,330,35,2,19,20,5,2,5,2,1,106,353,17,9,4
3,24,2,3,2,1,107,349,28,12,6,20,4,238210,20,3,1,2,2,1,106,292,36,2,8,20,4,0,2,2,1,106,330,35,2,19
0,25,3,1,2,1,107,294,32,11,11,20,4,238210,20,4,2,3,2,1,107,349,28,12,6,20,3,1,2,2,1,106,292,36,2,8
0,26,0,2,2,1,107,373,42,9,14,20,0,238210,20,4,3,1,2,1,107,294,32,11,11,20,4,2,3,2,1,107,349,28,12,6
0,27,0,3,2,1,107,356,26,6,10,20,1,238210,20,0,0,2,2,1,107,373,42,9,14,20,4,3,1,2,1,107,294,32,11,11
0,28,0,0,2,1,107,307,34,6,11,20,0,238210,20,1,0,3,2,1,107,356,26,6,10,20,0,0,2,2,1,107,373,42,9,14
3,29,0,2,2,1,107,320,39,7,14,20,3,238210,20,0,0,0,2,1,107,307,34,6,11,20,1,0,3,2,1,107,356,26,6,10
3,30,3,1,2,1,107,359,34,12,11,20,5,238210,20,3,0,2,2,1,107,320,39,7,14,20,0,0,0,2,1,107,307,34,6,11
3,31,3,2,2,1,112,294,27,10,13,20,3,238210,20,5,3,1,2,1,107,359,34,12,11,20,3,0,2,2,1,107,320,39,7,14
2,32,3,0,2,1,112,288,24,6,13,20,4,238210,20,3,3,2,2,1,112,294,27,10,13,20,5,3,1,2,1,107,359,34,12,11
0,33,2,5,2,1,112,324,37,4,17,20,2,238210,20,4,3,0,2,1,112,288,24,6,13,20,3,3,2,2,1,112,294,27,10,13
1,34,0,1,2,1,112,308,39,7,19,20,3,238210,20,2,2,5,2,1,112,324,37,4,17,20,4,3,0,2,1,112,288,24,6,13
2,35,1,3,2,1,112,368,28,8,12,20,2,238210,20,3,0,1,2,1,112,308,39,7,19,20,2,2,5,2,1,112,324,37,4,17
0,36,2,4,2,1,110,394,49,18,20,20,3,238210,20,2,1,3,2,1,112,368,28,8,12,20,3,0,1,2,1,112,308,39,7,19
1,37,0,5,2,1,110,460,40,27,14,20,2,238210,20,3,2,4,2,1,110,394,49,18,20,20,2,1,3,2,1,112,368,28,8,12
4,38,1,2,2,1,110,381,67,11,10,20,4,238210,20,2,0,5,2,1,110,460,40,27,14,20,3,2,4,2,1,110,394,49,18,20
3,39,4,7,2,1,110,412,47,15,11,20,6,238210,20,4,1,2,2,1,110,381,67,11,10,20,2,0,5,2,1,110,460,40,27,14
0,40,3,7,2,1,110,464,67,17,13,20,6,238210,20,6,4,7,2,1,110,412,47,15,11,20,4,1,2,2,1,110,381,67,11,10
0,41,0,23,2,1,110,479,73,21,32,20,9,238210,20,6,3,7,2,1,110,464,67,17,13,20,6,4,7,2,1,110,412,47,15,11
0,42,0,27,2,1,106,579,92,25,20,20,26,238210,20,9,0,23,2,1,110,479,73,21,32,20,6,3,7,2,1,110,464,67,17,13
4,43,0,35,2,1,106,643,111,45,25,20,29,238210,20,26,0,27,2,1,106,579,92,25,20,20,9,0,23,2,1,110,479,73,21,32
1,44,4,59,1,1,106,788,139,45,25,20,63,238210,20,29,0,35,2,1,106,643,111,45,25,20,26,0,27,2,1,106,579,92,25,20
1,45,1,91,1,1,106,834,143,56,14,20,65,238210,20,63,4,59,1,1,106,788,139,45,25,20,29,0,35,2,1,106,643,111,45,25
3,46,1,153,1,1,106,866,208,64,27,20,88,238210,20,65,1,91,1,1,106,834,143,56,14,20,63,4,59,1,1,106,788,139,45,25
20,47,3,196,1,1,106,933,217,68,25,20,125,238210,20,88,1,153,1,1,106,866,208,64,27,20,65,1,91,1,1,106,834,143,56,14
39,48,20,277,1,1,94,902,265,67,44,20,200,238210,20,125,3,196,1,1,106,933,217,68,25,20,88,1,153,1,1,106,866,208,64,27
158,49,39,441,1,1,94,1051,236,80,39,20,250,238210,20,200,20,277,1,1,94,902,265,67,44,20,125,3,196,1,1,106,933,217,68,25
0,5,0,4,2,1,100,537,79,17,16,21,12,285105,21,12,2,8,2,1,102,615,57,17,10,21,18,4,13,2,1,102,565,75,12,9
0,6,0,3,2,1,100,538,70,16,14,21,12,285105,21,12,0,4,2,1,100,537,79,17,16,21,12,2,8,2,1,102,615,57,17,10
1,7,0,3,2,1,108,493,49,14,2,21,3,285105,21,12,0,3,2,1,100,538,70,16,14,21,12,0,4,2,1,100,537,79,17,16
1,8,1,6,2,1,108,450,54,14,11,21,5,285105,21,3,0,3,2,1,108,493,49,14,2,21,12,0,3,2,1,100,538,70,16,14
2,9,1,9,2,1,108,517,50,20,22,21,8,285105,21,5,1,6,2,1,108,450,54,14,11,21,3,0,3,2,1,108,493,49,14,2
0,10,2,1,2,0,108,443,51,13,7,21,3,285105,21,8,1,9,2,1,108,517,50,20,22,21,5,1,6,2,1,108,450,54,14,11
1,11,0,4,2,0,108,448,52,20,9,21,3,285105,21,3,2,1,2,0,108,443,51,13,7,21,8,1,9,2,1,108,517,50,20,22
0,12,1,2,2,0,108,381,42,15,13,21,5,285105,21,3,0,4,2,0,108,448,52,20,9,21,3,2,1,2,0,108,443,51,13,7
1,13,0,5,2,0,108,399,18,0,19,21,4,285105,21,5,1,2,2,0,108,381,42,15,13,21,3,0,4,2,0,108,448,52,20,9
0,14,1,5,2,0,108,357,28,5,11,21,1,285105,21,4,0,5,2,0,108,399,18,0,19,21,5,1,2,2,0,108,381,42,15,13
0,15,0,3,2,0,108,325,28,10,4,21,2,285105,21,1,1,5,2,0,108,357,28,5,11,21,4,0,5,2,0,108,399,18,0,19
0,16,0,4,2,0,108,245,27,8,20,21,1,285105,21,2,0,3,2,0,108,325,28,10,4,21,1,1,5,2,0,108,357,28,5,11
0,17,0,2,2,1,108,283,34,5,6,21,0,285105,21,1,0,4,2,0,108,245,27,8,20,21,2,0,3,2,0,108,325,28,10,4
0,18,0,4,2,0,106,278,30,3,12,21,5,285105,21,0,0,2,2,1,108,283,34,5,6,21,1,0,4,2,0,108,245,27,8,20
0,19,0,7,2,1,106,212,23,13,16,21,3,285105,21,5,0,4,2,0,106,278,30,3,12,21,0,0,2,2,1,108,283,34,5,6
0,20,0,2,2,1,106,263,41,8,14,21,1,285105,21,3,0,7,2,1,106,212,23,13,16,21,5,0,4,2,0,106,278,30,3,12
0,21,0,1,2,1,106,273,19,3,3,21,2,285105,21,1,0,2,2,1,106,263,41,8,14,21,3,0,7,2,1,106,212,23,13,16
0,22,0,0,2,1,106,267,23,2,3,21,0,285105,21,2,0,1,2,1,106,273,19,3,3,21,1,0,2,2,1,106,263,41,8,14
0,23,0,0,2,1,106,247,29,12,5,21,0,285105,21,0,0,0,2,1,106,267,23,2,3,21,2,0,1,2,1,106,273,19,3,3
0,24,0,0,2,1,107,224,17,7,12,21,0,285105,21,0,0,0,2,1,106,247,29,12,5,21,0,0,0,2,1,106,267,23,2,3
0,25,0,0,2,1,107,245,23,18,14,21,0,285105,21,0,0,0,2,1,107,224,17,7,12,21,0,0,0,2,1,106,247,29,12,5
0,26,0,2,2,1,107,279,29,5,9,21,0,285105,21,0,0,0,2,1,107,245,23,18,14,21,0,0,0,2,1,107,224,17,7,12
0,27,0,2,2,1,107,217,26,19,8,21,1,285105,21,0,0,2,2,1,107,279,29,5,9,21,0,0,0,2,1,107,245,23,18,14
0,28,0,0,2,1,107,273,35,15,15,21,0,285105,21,1,0,2,2,1,107,217,26,19,8,21,0,0,2,2,1,107,279,29,5,9
1,29,0,1,2,1,107,198,11,21,8,21,0,285105,21,0,0,0,2,1,107,273,35,15,15,21,1,0,2,2,1,107,217,26,19,8
0,30,1,2,2,1,107,194,15,6,3,21,2,285105,21,0,0,1,2,1,107,198,11,21,8,21,0,0,0,2,1,107,273,35,15,15
0,31,0,0,2,1,112,247,41,8,13,21,2,285105,21,2,1,2,2,1,107,194,15,6,3,21,0,0,1,2,1,107,198,11,21,8
1,32,0,0,2,1,112,290,23,5,7,21,0,285105,21,2,0,0,2,1,112,247,41,8,13,21,2,1,2,2,1,107,194,15,6,3
0,33,1,1,2,1,112,247,27,18,8,21,1,285105,21,0,0,0,2,1,112,290,23,5,7,21,2,0,0,2,1,112,247,41,8,13
0,34,0,1,2,1,112,304,43,11,7,21,1,285105,21,1,1,1,2,1,112,247,27,18,8,21,0,0,0,2,1,112,290,23,5,7
0,35,0,0,2,1,112,313,37,20,9,21,1,285105,21,1,0,1,2,1,112,304,43,11,7,21,1,1,1,2,1,112,247,27,18,8
2,36,0,1,2,1,110,294,21,16,5,21,4,285105,21,1,0,0,2,1,112,313,37,20,9,21,1,0,1,2,1,112,304,43,11,7
0,37,2,1,2,1,110,339,46,15,12,21,8,285105,21,4,0,1,2,1,110,294,21,16,5,21,1,0,0,2,1,112,313,37,20,9
3,38,0,5,2,1,110,418,30,24,17,21,3,285105,21,8,2,1,2,1,110,339,46,15,12,21,4,0,1,2,1,110,294,21,16,5
5,39,3,3,2,1,110,361,43,7,8,21,12,285105,21,3,0,5,2,1,110,418,30,24,17,21,8,2,1,2,1,110,339,46,15,12
0,40,5,2,2,1,110,429,49,22,10,21,18,285105,21,12,3,3,2,1,110,361,43,7,8,21,3,0,5,2,1,110,418,30,24,17
0,41,0,14,2,1,110,484,68,12,7,21,14,285105,21,18,5,2,2,1,110,429,49,22,10,21,12,3,3,2,1,110,361,43,7,8
1,42,0,14,2,1,106,541,84,20,11,21,18,285105,21,14,0,14,2,1,110,484,68,12,7,21,18,5,2,2,1,110,429,49,22,10
3,43,1,7,2,1,106,541,87,30,20,21,31,285105,21,18,0,14,2,1,106,541,84,20,11,21,14,0,14,2,1,110,484,68,12,7
4,44,3,21,1,1,106,631,108,25,20,21,54,285105,21,31,1,7,2,1,106,541,87,30,20,21,18,0,14,2,1,106,541,84,20,11
1,45,4,15,1,1,106,662,126,32,30,21,69,285105,21,54,3,21,1,1,106,631,108,25,20,21,31,1,7,2,1,106,541,87,30,20
2,46,1,22,1,1,106,704,107,42,29,21,108,285105,21,69,4,15,1,1,106,662,126,32,30,21,54,3,21,1,1,106,631,108,25,20
1,47,2,44,1,1,106,757,147,58,40,21,145,285105,21,108,1,22,1,1,106,704,107,42,29,21,69,4,15,1,1,106,662,126,32,30
3,48,1,43,1,1,94,740,172,50,22,21,152,285105,21,145,2,44,1,1,106,757,147,58,40,21,108,1,22,1,1,106,704,107,42,29
8,49,3,57,1,1,94,767,172,54,30,21,156,285105,21,152,1,43,1,1,94,740,172,50,22,21,145,2,44,1,1,106,757,147,58,40
2,5,3,11,2,1,100,643,111,29,10,22,18,173885,22,18,1,10,2,1,102,688,108,22,13,22,26,7,17,2,1,102,728,102,37,18
8,6,2,20,2,1,100,630,112,42,16,22,19,173885,22,18,3,11,2,1,100,643,111,29,10,22,18,1,10,2,1,102,688,108,22,13
4,7,8,14,2,1,108,725,102,32,14,22,39,173885,22,19,2,20,2,1,100,630,112,42,16,22,18,3,11,2,1,100,643,111,29,10
1,8,4,16,2,1,108,630,120,24,14,22,17,173885,22,39,8,14,2,1,108,725,102,32,14,22,19,2,20,2,1,100,630,112,42,16
2,9,1,13,2,1,108,629,101,37,17,22,17,173885,22,17,4,16,2,1,108,630,120,24,14,22,39,8,14,2,1,108,725,102,32,14
2,10,2,10,2,0,108,684,93,24,13,22,18,173885,22,17,1,13,2,1,108,629,101,37,17,22,17,4,16,2,1,108,630,120,24,14
0,11,2,9,2,0,108,602,146,19,7,22,14,173885,22,18,2,10,2,0,108,684,93,24,13,22,17,1,13,2,1,108,629,101,37,17
3,12,0,8,2,0,108,592,110,33,11,22,11,173885,22,14,2,9,2,0,108,602,146,19,7,22,18,2,10,2,0,108,684,93,24,13
0,13,3,7,2,0,108,606,82,20,10,22,15,173885,22,11,0,8,2,0,108,592,110,33,11,22,14,2,9,2,0,108,602,146,19,7
5,14,0,11,2,0,108,614,115,17,23,22,9,173885,22,15,3,7,2,0,108,606,82,20,10,22,11,0,8,2,0,108,592,110,33,11
0,15,5,3,2,0,108,596,83,16,14,22,16,173885,22,9,0,11,2,0,108,614,115,17,23,22,15,3,7,2,0,108,606,82,20,10
10,16,0,8,2,0,108,558,96,39,16,22,5,173885,22,16,5,3,2,0,108,596,83,16,14,22,9,0,11,2,0,108,614,115,17,23
6,17,10,7,2,1,108,519,110,30,10,22,18,173885,22,5,0,8,2,0,108,558,96,39,16,22,16,5,3,2,0,108,596,83,16,14
6,18,6,5,2,0,106,551,78,20,11,22,10,173885,22,18,10,7,2,1,108,519,110,30,10,22,5,0,8,2,0,108,558,96,39,16
