out,in_time,in_gap_0,in_ordersAsDest_0,in_lv1_0,in_lv2_0,in_lv3_0,in_lv4_0,in_weather_0,in_temperature_0,in_pm25_0,in_area_0,in_totalOrders_0,in_poiCount,in_area_1,in_totalOrders_1,in_gap_1,in_ordersAsDest_1,in_lv1_1,in_lv2_1,in_lv3_1,in_lv4_1,in_weather_1,in_temperature_1,in_pm25_1,in_area_2,in_totalOrders_2,in_gap_2,in_ordersAsDest_2,in_lv1_2,in_lv2_2,in_lv3_2,in_lv4_2,in_weather_2,in_temperature_2,in_pm25_2
8,9,5,22,1591,186,60,29,2,5,60,7,37,1174865,7,52,4,16,1677,199,55,50,2,5,60,7,28,1,25,1676,197,80,59,2,5,60
8,10,8,17,1571,223,49,54,2,5,60,7,40,1174865,7,37,5,22,1591,186,60,29,2,5,60,7,52,4,16,1677,199,55,50,2,5,60
11,11,8,16,1622,155,50,34,2,5,60,7,39,1174865,7,40,8,17,1571,223,49,54,2,5,60,7,37,5,22,1591,186,60,29,2,5,60
3,12,11,20,1539,161,38,36,2,5,53,7,46,1174865,7,39,8,16,1622,155,50,34,2,5,60,7,40,8,17,1571,223,49,54,2,5,60
7,13,3,6,1486,134,48,39,2,5,53,7,35,1174865,7,46,11,20,1539,161,38,36,2,5,53,7,39,8,16,1622,155,50,34,2,5,60
3,14,7,16,1416,211,45,21,2,5,53,7,34,1174865,7,35,3,6,1486,134,48,39,2,5,53,7,46,11,20,1539,161,38,36,2,5,53
5,15,3,21,1413,153,46,22,2,5,53,7,22,1174865,7,34,7,16,1416,211,45,21,2,5,53,7,35,3,6,1486,134,48,39,2,5,53
3,16,5,6,1529,158,47,24,2,5,53,7,24,1174865,7,22,3,21,1413,153,46,22,2,5,53,7,34,7,16,1416,211,45,21,2,5,53
3,17,3,9,1482,149,34,18,2,5,53,7,28,1174865,7,24,5,6,1529,158,47,24,2,5,53,7,22,3,21,1413,153,46,22,2,5,53
2,18,3,9,1424,113,41,23,2,5,48,7,30,1174865,7,28,3,9,1482,149,34,18,2,5,53,7,24,5,6,1529,158,47,24,2,5,53
3,19,2,4,1372,144,26,19,2,5,48,7,27,1174865,7,30,3,9,1424,113,41,23,2,5,48,7,28,3,9,1482,149,34,18,2,5,53
11,20,3,9,1273,126,34,21,2,5,48,7,28,1174865,7,27,2,4,1372,144,26,19,2,5,48,7,30,3,9,1424,113,41,23,2,5,48
26,21,11,9,1484,138,21,24,2,5,48,7,32,1174865,7,28,3,9,1273,126,34,21,2,5,48,7,27,2,4,1372,144,26,19,2,5,48
10,22,26,6,1372,118,23,17,2,5,48,7,49,1174865,7,32,11,9,1484,138,21,24,2,5,48,7,28,3,9,1273,126,34,21,2,5,48
15,23,10,5,1349,132,25,20,2,5,48,7,29,1174865,7,49,26,6,1372,118,23,17,2,5,48,7,32,11,9,1484,138,21,24,2,5,48
6,24,15,6,1250,132,51,32,2,5,41,7,36,1174865,7,29,10,5,1349,132,25,20,2,5,48,7,49,26,6,1372,118,23,17,2,5,48
4,25,6,8,1311,99,27,29,2,5,41,7,23,1174865,7,36,15,6,1250,132,51,32,2,5,41,7,29,10,5,1349,132,25,20,2,5,48
8,26,4,4,1204,148,49,34,2,4,41,7,21,1174865,7,23,6,8,1311,99,27,29,2,5,41,7,36,15,6,1250,132,51,32,2,5,41
10,27,8,13,1355,106,33,12,2,4,41,7,20,1174865,7,21,4,4,1204,148,49,34,2,4,41,7,23,6,8,1311,99,27,29,2,5,41
8,28,10,7,1263,113,28,19,2,4,41,7,30,1174865,7,20,8,13,1355,106,33,12,2,4,41,7,21,4,4,1204,148,49,34,2,4,41
9,29,8,6,1356,110,43,31,2,4,41,7,33,1174865,7,30,10,7,1263,113,28,19,2,4,41,7,20,8,13,1355,106,33,12,2,4,41
7,30,9,7,1097,127,41,24,2,4,41,7,29,1174865,7,33,8,6,1356,110,43,31,2,4,41,7,30,10,7,1263,113,28,19,2,4,41
23,31,7,4,1389,103,34,27,2,4,43,7,21,1174865,7,29,9,7,1097,127,41,24,2,4,41,7,33,8,6,1356,110,43,31,2,4,41
9,32,23,3,1312,141,33,22,2,4,43,7,34,1174865,7,21,7,4,1389,103,34,27,2,4,43,7,29,9,7,1097,127,41,24,2,4,41
6,33,9,6,1137,103,28,28,2,4,43,7,16,1174865,7,34,23,3,1312,141,33,22,2,4,43,7,21,7,4,1389,103,34,27,2,4,43
0,34,6,3,1121,93,26,24,2,4,43,7,13,1174865,7,16,9,6,1137,103,28,28,2,4,43,7,34,23,3,1312,141,33,22,2,4,43
3,35,0,3,1224,140,20,26,2,4,43,7,8,1174865,7,13,6,3,1121,93,26,24,2,4,43,7,16,9,6,1137,103,28,28,2,4,43
4,36,3,1,1277,109,26,38,2,4,48,7,9,1174865,7,8,0,3,1224,140,20,26,2,4,43,7,13,6,3,1121,93,26,24,2,4,43
10,37,4,6,1364,108,35,22,2,4,48,7,11,1174865,7,9,3,1,1277,109,26,38,2,4,48,7,8,0,3,1224,140,20,26,2,4,43
4,38,10,8,1324,99,41,20,2,4,48,7,16,1174865,7,11,4,6,1364,108,35,22,2,4,48,7,9,3,1,1277,109,26,38,2,4,48
9,39,4,7,1373,133,24,19,2,4,48,7,14,1174865,7,16,10,8,1324,99,41,20,2,4,48,7,11,4,6,1364,108,35,22,2,4,48
1,40,9,10,1477,131,35,28,2,4,48,7,15,1174865,7,14,4,7,1373,133,24,19,2,4,48,7,16,10,8,1324,99,41,20,2,4,48
8,41,1,26,1478,145,61,27,2,4,48,7,21,1174865,7,15,9,10,1477,131,35,28,2,4,48,7,14,4,7,1373,133,24,19,2,4,48
0,42,8,27,1494,189,51,57,2,4,48,7,38,1174865,7,21,1,26,1478,145,61,27,2,4,48,7,15,9,10,1477,131,35,28,2,4,48
6,43,0,33,1618,269,71,33,4,4,48,7,46,1174865,7,38,8,27,1494,189,51,57,2,4,48,7,21,1,26,1478,145,61,27,2,4,48
19,44,6,63,1720,275,46,41,4,4,48,7,74,1174865,7,46,0,33,1618,269,71,33,4,4,48,7,38,8,27,1494,189,51,57,2,4,48
23,45,19,114,1736,272,85,55,4,4,48,7,105,1174865,7,74,6,63,1720,275,46,41,4,4,48,7,46,0,33,1618,269,71,33,4,4,48
68,46,23,154,1716,334,76,74,4,4,48,7,81,1174865,7,105,19,114,1736,272,85,55,4,4,48,7,74,6,63,1720,275,46,41,4,4,48
115,47,68,234,1748,352,79,36,4,4,52,7,159,1174865,7,81,23,154,1716,334,76,74,4,4,48,7,105,19,114,1736,272,85,55,4,4,48
103,48,115,272,1695,387,133,57,4,4,52,7,207,1174865,7,159,68,234,1748,352,79,36,4,4,52,7,81,23,154,1716,334,76,74,4,4,48
112,49,103,391,1786,489,139,62,4,4,52,7,222,1174865,7,207,115,272,1695,387,133,57,4,4,52,7,159,68,234,1748,352,79,36,4,4,52
73,50,112,427,1712,525,174,81,4,4,52,7,243,1174865,7,222,103,391,1786,489,139,62,4,4,52,7,207,115,272,1695,387,133,57,4,4,52
46,51,73,376,1693,492,154,67,2,4,52,7,203,1174865,7,243,112,427,1712,525,174,81,4,4,52,7,222,103,391,1786,489,139,62,4,4,52
28,52,46,301,1722,540,160,76,2,4,52,7,173,1174865,7,203,73,376,1693,492,154,67,2,4,52,7,243,112,427,1712,525,174,81,4,4,52
33,53,28,267,1838,602,158,91,2,4,52,7,193,1174865,7,173,46,301,1722,540,160,76,2,4,52,7,203,73,376,1693,492,154,67,2,4,52
10,54,33,219,2024,565,166,120,2,4,47,7,214,1174865,7,193,28,267,1838,602,158,91,2,4,52,7,173,46,301,1722,540,160,76,2,4,52
6,55,10,240,1872,631,220,91,2,4,47,7,164,1174865,7,214,33,219,2024,565,166,120,2,4,47,7,193,28,267,1838,602,158,91,2,4,52
3,56,6,267,1939,617,171,90,2,4,47,7,151,1174865,7,164,10,240,1872,631,220,91,2,4,47,7,214,33,219,2024,565,166,120,2,4,47
3,57,3,260,1890,649,220,91,2,4,47,7,156,1174865,7,151,6,267,1939,617,171,90,2,4,47,7,164,10,240,1872,631,220,91,2,4,47
1,58,3,194,1870,686,192,91,2,4,47,7,168,1174865,7,156,3,260,1890,649,220,91,2,4,47,7,151,6,267,1939,617,171,90,2,4,47
5,59,1,147,1885,682,184,106,2,4,47,7,126,1174865,7,168,3,194,1870,686,192,91,2,4,47,7,156,3,260,1890,649,220,91,2,4,47
2,60,5,166,1895,605,164,107,2,4,46,7,107,1174865,7,126,1,147,1885,682,184,106,2,4,47,7,168,3,194,1870,686,192,91,2,4,47
2,61,2,135,1886,600,188,139,3,4,46,7,97,1174865,7,107,5,166,1895,605,164,107,2,4,46,7,126,1,147,1885,682,184,106,2,4,47
4,62,2,108,1971,608,204,124,3,4,46,7,96,1174865,7,97,2,135,1886,600,188,139,3,4,46,7,107,5,166,1895,605,164,107,2,4,46
3,63,4,105,2036,562,172,101,3,4,46,7,106,1174865,7,96,2,108,1971,608,204,124,3,4,46,7,97,2,135,1886,600,188,139,3,4,46
7,64,3,104,2012,582,191,109,3,4,46,7,98,1174865,7,106,4,105,2036,562,172,101,3,4,46,7,96,2,108,1971,608,204,124,3,4,46
3,65,7,80,2006,578,170,120,3,4,46,7,95,1174865,7,98,3,104,2012,582,191,109,3,4,46,7,106,4,105,2036,562,172,101,3,4,46
4,66,3,94,2049,521,181,119,3,4,47,7,89,1174865,7,95,7,80,2006,578,170,120,3,4,46,7,98,3,104,2012,582,191,109,3,4,46
4,67,4,59,2060,584,152,112,3,4,47,7,93,1174865,7,89,3,94,2049,521,181,119,3,4,47,7,95,7,80,2006,578,170,120,3,4,46
3,68,4,82,2058,529,155,111,3,4,47,7,101,1174865,7,93,4,59,2060,584,152,112,3,4,47,7,89,3,94,2049,521,181,119,3,4,47
1,69,3,76,1965,578,134,101,3,4,47,7,104,1174865,7,101,4,82,2058,529,155,111,3,4,47,7,93,4,59,2060,584,152,112,3,4,47
2,70,1,75,1989,477,112,100,3,4,47,7,94,1174865,7,104,3,76,1965,578,134,101,3,4,47,7,101,4,82,2058,529,155,111,3,4,47
2,71,2,96,2024,504,145,103,3,4,47,7,97,1174865,7,94,1,75,1989,477,112,100,3,4,47,7,104,3,76,1965,578,134,101,3,4,47
5,72,2,73,2007,544,132,125,3,4,47,7,113,1174865,7,97,2,96,2024,504,145,103,3,4,47,7,94,1,75,1989,477,112,100,3,4,47
5,73,5,66,2087,588,180,137,3,4,47,7,114,1174865,7,113,2,73,2007,544,132,125,3,4,47,7,97,2,96,2024,504,145,103,3,4,47
5,74,5,76,2040,543,131,106,3,4,47,7,123,1174865,7,114,5,66,2087,588,180,137,3,4,47,7,113,2,73,2007,544,132,125,3,4,47
2,75,5,69,2021,502,146,116,3,4,47,7,116,1174865,7,123,5,76,2040,543,131,106,3,4,47,7,114,5,66,2087,588,180,137,3,4,47
6,76,2,85,1994,492,133,112,3,4,47,7,108,1174865,7,116,5,69,2021,502,146,116,3,4,47,7,123,5,76,2040,543,131,106,3,4,47
7,77,6,101,1991,486,106,119,3,4,51,7,128,1174865,7,108,2,85,1994,492,133,112,3,4,47,7,116,5,69,2021,502,146,116,3,4,47
4,78,7,78,2021,535,123,88,3,4,57,7,121,1174865,7,128,6,101,1991,486,106,119,3,4,51,7,108,2,85,1994,492,133,112,3,4,47
17,79,4,95,2040,522,143,93,3,4,57,7,118,1174865,7,121,7,78,2021,535,123,88,3,4,57,7,128,6,101,1991,486,106,119,3,4,51
10,80,17,99,2058,504,136,102,3,4,57,7,157,1174865,7,118,4,95,2040,522,143,93,3,4,57,7,121,7,78,2021,535,123,88,3,4,57
10,81,10,118,2036,442,129,93,3,4,57,7,124,1174865,7,157,17,99,2058,504,136,102,3,4,57,7,118,4,95,2040,522,143,93,3,4,57
6,82,10,131,2059,491,152,104,3,4,57,7,133,1174865,7,124,10,118,2036,442,129,93,3,4,57,7,157,17,99,2058,504,136,102,3,4,57
3,83,6,117,2059,521,162,123,3,4,57,7,125,1174865,7,133,10,131,2059,491,152,104,3,4,57,7,124,10,118,2036,442,129,93,3,4,57
6,84,3,111,2055,462,153,102,3,4,60,7,125,1174865,7,125,6,117,2059,521,162,123,3,4,57,7,133,10,131,2059,491,152,104,3,4,57
4,85,6,102,2031,603,134,108,3,4,60,7,122,1174865,7,125,3,111,2055,462,153,102,3,4,60,7,125,6,117,2059,521,162,123,3,4,57
11,86,4,98,2069,525,122,82,3,4,60,7,135,1174865,7,122,6,102,2031,603,134,108,3,4,60,7,125,3,111,2055,462,153,102,3,4,60
5,87,11,109,1949,461,136,82,3,4,60,7,139,1174865,7,135,4,98,2069,525,122,82,3,4,60,7,122,6,102,2031,603,134,108,3,4,60
12,88,5,95,1986,532,116,88,3,4,60,7,122,1174865,7,139,11,109,1949,461,136,82,3,4,60,7,135,4,98,2069,525,122,82,3,4,60
11,89,12,115,2064,458,136,92,3,4,60,7,135,1174865,7,122,5,95,1986,532,116,88,3,4,60,7,139,11,109,1949,461,136,82,3,4,60
11,90,11,86,1973,461,171,76,3,4,64,7,149,1174865,7,135,12,115,2064,458,136,92,3,4,60,7,122,5,95,1986,532,116,88,3,4,60
11,91,11,116,1959,475,141,114,3,4,64,7,124,1174865,7,149,11,86,1973,461,171,76,3,4,64,7,135,12,115,2064,458,136,92,3,4,60
51,92,11,107,1965,484,140,97,3,4,64,7,135,1174865,7,124,11,116,1959,475,141,114,3,4,64,7,149,11,86,1973,461,171,76,3,4,64
88,93,51,129,2087,564,173,89,3,4,64,7,158,1174865,7,135,11,107,1965,484,140,97,3,4,64,7,124,11,116,1959,475,141,114,3,4,64
2,94,88,154,1985,506,163,118,3,4,64,7,199,1174865,7,158,51,129,2087,564,173,89,3,4,64,7,135,11,107,1965,484,140,97,3,4,64
1,95,2,124,1986,526,183,123,3,4,64,7,162,1174865,7,199,88,154,1985,506,163,118,3,4,64,7,158,51,129,2087,564,173,89,3,4,64
8,96,1,99,1915,592,172,164,3,4,68,7,149,1174865,7,162,2,124,1986,526,183,123,3,4,64,7,199,88,154,1985,506,163,118,3,4,64
6,97,8,104,1846,607,205,102,3,4,68,7,156,1174865,7,149,1,99,1915,592,172,164,3,4,68,7,162,2,124,1986,526,183,123,3,4,64
6,98,6,97,1828,589,175,92,3,4,68,7,158,1174865,7,156,8,104,1846,607,205,102,3,4,68,7,149,1,99,1915,592,172,164,3,4,68
3,99,6,96,1821,528,184,89,3,4,68,7,123,1174865,7,158,6,97,1828,589,175,92,3,4,68,7,156,8,104,1846,607,205,102,3,4,68
4,100,3,127,1930,615,172,103,3,4,68,7,158,1174865,7,123,6,96,1821,528,184,89,3,4,68,7,158,6,97,1828,589,175,92,3,4,68
13,101,4,104,1842,552,160,118,3,3,68,7,178,1174865,7,158,3,127,1930,615,172,103,3,4,68,7,123,6,96,1821,528,184,89,3,4,68
28,102,13,112,1935,532,181,99,3,3,68,7,165,1174865,7,178,4,104,1842,552,160,118,3,3,68,7,158,3,127,1930,615,172,103,3,4,68
137,103,28,90,1932,570,184,91,3,3,68,7,241,1174865,7,165,13,112,1935,532,181,99,3,3,68,7,178,4,104,1842,552,160,118,3,3,68
158,104,137,130,1861,575,184,98,3,3,68,7,384,1174865,7,241,28,90,1932,570,184,91,3,3,68,7,165,13,112,1935,532,181,99,3,3,68
163,105,158,146,1768,622,200,104,3,4,68,7,378,1174865,7,384,137,130,1861,575,184,98,3,3,68,7,241,28,90,1932,570,184,91,3,3,68
443,106,163,164,1746,710,208,91,3,3,68,7,390,1174865,7,378,158,146,1768,622,200,104,3,4,68,7,384,137,130,1861,575,184,98,3,3,68
375,107,443,189,1737,670,164,119,3,3,75,7,675,1174865,7,390,163,164,1746,710,208,91,3,3,68,7,378,158,146,1768,622,200,104,3,4,68
219,108,375,173,1629,638,211,111,3,3,81,7,570,1174865,7,675,443,189,1737,670,164,119,3,3,75,7,390,163,164,1746,710,208,91,3,3,68
287,109,219,134,1563,760,203,112,3,3,81,7,403,1174865,7,570,375,173,1629,638,211,111,3,3,81,7,675,443,189,1737,670,164,119,3,3,75
250,110,287,134,1605,712,197,131,3,3,81,7,505,1174865,7,403,219,134,1563,760,203,112,3,3,81,7,570,375,173,1629,638,211,111,3,3,81
108,111,250,147,1692,665,215,128,3,3,81,7,477,1174865,7,505,287,134,1605,712,197,131,3,3,81,7,403,219,134,1563,760,203,112,3,3,81
15,112,108,121,1692,647,256,100,3,3,81,7,316,1174865,7,477,250,147,1692,665,215,128,3,3,81,7,505,287,134,1605,712,197,131,3,3,81
4,113,15,91,1726,705,199,104,3,3,81,7,232,1174865,7,316,108,121,1692,647,256,100,3,3,81,7,477,250,147,1692,665,215,128,3,3,81
7,114,4,89,1817,608,200,92,3,3,84,7,192,1174865,7,232,15,91,1726,705,199,104,3,3,81,7,316,108,121,1692,647,256,100,3,3,81
10,115,7,95,1652,621,163,97,2,3,84,7,194,1174865,7,192,4,89,1817,608,200,92,3,3,84,7,232,15,91,1726,705,199,104,3,3,81
8,116,10,102,1759,566,147,72,2,3,84,7,165,1174865,7,194,7,95,1652,621,163,97,2,3,84,7,192,4,89,1817,608,200,92,3,3,84
11,117,8,92,1842,567,157,75,2,3,84,7,147,1174865,7,165,10,102,1759,566,147,72,2,3,84,7,194,7,95,1652,621,163,97,2,3,84
7,118,11,85,1880,531,124,70,2,3,84,7,179,1174865,7,147,8,92,1842,567,157,75,2,3,84,7,165,10,102,1759,566,147,72,2,3,84
9,119,7,86,1969,465,140,110,2,3,84,7,153,1174865,7,179,11,85,1880,531,124,70,2,3,84,7,147,8,92,1842,567,157,75,2,3,84
13,120,9,103,1944,498,119,87,2,3,86,7,158,1174865,7,153,7,86,1969,465,140,110,2,3,84,7,179,11,85,1880,531,124,70,2,3,84
5,121,13,101,1950,469,143,97,2,3,86,7,177,1174865,7,158,9,103,1944,498,119,87,2,3,86,7,153,7,86,1969,465,140,110,2,3,84
5,122,5,112,2030,431,140,86,2,3,86,7,173,1174865,7,177,13,101,1950,469,143,97,2,3,86,7,158,9,103,1944,498,119,87,2,3,86
7,123,5,96,2026,453,131,63,2,3,86,7,170,1174865,7,173,5,112,2030,431,140,86,2,3,86,7,177,13,101,1950,469,143,97,2,3,86
15,124,7,109,1950,458,138,97,2,3,86,7,160,1174865,7,170,5,96,2026,453,131,63,2,3,86,7,173,5,112,2030,431,140,86,2,3,86
27,125,15,94,1905,451,114,73,2,3,86,7,217,1174865,7,160,7,109,1950,458,138,97,2,3,86,7,170,5,96,2026,453,131,63,2,3,86
19,126,27,112,1903,445,118,72,2,3,86,7,187,1174865,7,217,15,94,1905,451,114,73,2,3,86,7,160,7,109,1950,458,138,97,2,3,86
30,127,19,109,1905,403,115,72,2,3,86,7,158,1174865,7,187,27,112,1903,445,118,72,2,3,86,7,217,15,94,1905,451,114,73,2,3,86
52,128,30,123,1935,414,140,72,2,3,86,7,180,1174865,7,158,19,109,1905,403,115,72,2,3,86,7,187,27,112,1903,445,118,72,2,3,86
72,129,52,110,1909,457,153,90,2,3,86,7,198,1174865,7,180,30,123,1935,414,140,72,2,3,86,7,158,19,109,1905,403,115,72,2,3,86
63,130,72,120,1890,390,118,61,2,3,86,7,219,1174865,7,198,52,110,1909,457,153,90,2,3,86,7,180,30,123,1935,414,140,72,2,3,86
52,131,63,106,1892,394,115,44,2,3,89,7,207,1174865,7,219,72,120,1890,390,118,61,2,3,86,7,198,52,110,1909,457,153,90,2,3,86
13,132,52,130,1903,357,121,68,2,3,90,7,196,1174865,7,207,63,106,1892,394,115,44,2,3,89,7,219,72,120,1890,390,118,61,2,3,86
15,133,13,97,1980,352,84,76,2,3,90,7,138,1174865,7,196,52,130,1903,357,121,68,2,3,90,7,207,63,106,1892,394,115,44,2,3,89
7,134,15,96,1935,361,112,48,2,3,90,7,148,1174865,7,138,13,97,1980,352,84,76,2,3,90,7,196,52,130,1903,357,121,68,2,3,90
3,135,7,75,1967,367,88,63,2,3,90,7,123,1174865,7,148,15,96,1935,361,112,48,2,3,90,7,138,13,97,1980,352,84,76,2,3,90
5,136,3,50,1895,348,95,74,2,3,90,7,87,1174865,7,123,7,75,1967,367,88,63,2,3,90,7,148,15,96,1935,361,112,48,2,3,90
4,137,5,55,2045,360,86,57,3,3,90,7,107,1174865,7,87,3,50,1895,348,95,74,2,3,90,7,123,7,75,1967,367,88,63,2,3,90
3,138,4,46,1973,326,111,49,3,3,94,7,80,1174865,7,107,5,55,2045,360,86,57,3,3,90,7,87,3,50,1895,348,95,74,2,3,90
2,139,3,45,1948,320,86,38,3,3,94,7,82,1174865,7,80,4,46,1973,326,111,49,3,3,94,7,107,5,55,2045,360,86,57,3,3,90
2,140,2,27,1870,318,107,50,3,3,94,7,56,1174865,7,82,3,45,1948,320,86,38,3,3,94,7,80,4,46,1973,326,111,49,3,3,94
2,144,9,32,1780,313,66,53,3,3,94,7,74,1174865,7,60,3,31,1839,249,63,50,3,3,94,7,78,4,36,1828,268,72,51,3,3,94
7,8,3,40,2412,262,70,66,2,5,60,8,48,1518402,8,48,2,33,2357,290,96,95,2,5,60,8,57,4,32,2368,242,72,60,2,5,60
2,9,7,26,2382,235,65,67,2,5,60,8,59,1518402,8,48,3,40,2412,262,70,66,2,5,60,8,48,2,33,2357,290,96,95,2,5,60
1,10,2,32,2407,269,87,74,2,5,60,8,31,1518402,8,59,7,26,2382,235,65,67,2,5,60,8,48,3,40,2412,262,70,66,2,5,60
0,11,1,18,2274,213,91,77,2,5,60,8,45,1518402,8,31,2,32,2407,269,87,74,2,5,60,8,59,7,26,2382,235,65,67,2,5,60
11,12,0,29,2276,191,58,68,2,5,53,8,50,1518402,8,45,1,18,2274,213,91,77,2,5,60,8,31,2,32,2407,269,87,74,2,5,60
9,13,11,19,2309,223,85,75,2,5,53,8,49,1518402,8,50,0,29,2276,191,58,68,2,5,53,8,45,1,18,2274,213,91,77,2,5,60
2,14,9,24,2231,175,60,82,2,5,53,8,36,1518402,8,49,11,19,2309,223,85,75,2,5,53,8,50,0,29,2276,191,58,68,2,5,53
1,15,2,20,2176,179,67,55,2,5,53,8,33,1518402,8,36,9,24,2231,175,60,82,2,5,53,8,49,11,19,2309,223,85,75,2,5,53
2,16,1,19,2153,168,44,66,2,5,53,8,26,1518402,8,33,2,20,2176,179,67,55,2,5,53,8,36,9,24,2231,175,60,82,2,5,53
3,17,2,16,2108,158,55,63,2,5,53,8,15,1518402,8,26,1,19,2153,168,44,66,2,5,53,8,33,2,20,2176,179,67,55,2,5,53
1,18,3,23,2013,179,88,38,2,5,48,8,25,1518402,8,15,2,16,2108,158,55,63,2,5,53,8,26,1,19,2153,168,44,66,2,5,53
0,19,1,24,2070,168,58,58,2,5,48,8,22,1518402,8,25,3,23,2013,179,88,38,2,5,48,8,15,2,16,2108,158,55,63,2,5,53
1,20,0,18,2074,158,63,52,2,5,48,8,19,1518402,8,22,1,24,2070,168,58,58,2,5,48,8,25,3,23,2013,179,88,38,2,5,48
0,21,1,16,2042,168,41,38,2,5,48,8,19,1518402,8,19,0,18,2074,158,63,52,2,5,48,8,22,1,24,2070,168,58,58,2,5,48
0,22,0,15,2048,145,38,62,2,5,48,8,17,1518402,8,19,1,16,2042,168,41,38,2,5,48,8,19,0,18,2074,158,63,52,2,5,48
0,23,0,15,1979,157,62,54,2,5,48,8,16,1518402,8,17,0,15,2048,145,38,62,2,5,48,8,19,1,16,2042,168,41,38,2,5,48
0,24,0,19,1996,130,45,51,2,5,41,8,11,1518402,8,16,0,15,1979,157,62,54,2,5,48,8,17,0,15,2048,145,38,62,2,5,48
0,25,0,4,2022,140,57,49,2,5,41,8,11,1518402,8,11,0,19,1996,130,45,51,2,5,41,8,16,0,15,1979,157,62,54,2,5,48
0,26,0,14,1876,148,59,57,2,4,41,8,15,1518402,8,11,0,4,2022,140,57,49,2,5,41,8,11,0,19,1996,130,45,51,2,5,41
1,27,0,13,2088,194,57,63,2,4,41,8,6,1518402,8,15,0,14,1876,148,59,57,2,4,41,8,11,0,4,2022,140,57,49,2,5,41
0,28,1,5,1870,147,55,76,2,4,41,8,12,1518402,8,6,0,13,2088,194,57,63,2,4,41,8,15,0,14,1876,148,59,57,2,4,41
3,29,0,14,1971,127,54,62,2,4,41,8,7,1518402,8,12,1,5,1870,147,55,76,2,4,41,8,6,0,13,2088,194,57,63,2,4,41
1,30,3,8,1888,137,35,52,2,4,41,8,10,1518402,8,7,0,14,1971,127,54,62,2,4,41,8,12,1,5,1870,147,55,76,2,4,41
2,31,1,10,2049,127,59,79,2,4,43,8,11,1518402,8,10,3,8,1888,137,35,52,2,4,41,8,7,0,14,1971,127,54,62,2,4,41
3,32,2,11,1960,159,49,53,2,4,43,8,9,1518402,8,11,1,10,2049,127,59,79,2,4,43,8,10,3,8,1888,137,35,52,2,4,41
1,33,3,5,1996,144,71,53,2,4,43,8,14,1518402,8,9,2,11,1960,159,49,53,2,4,43,8,11,1,10,2049,127,59,79,2,4,43
1,34,1,7,1751,178,79,52,2,4,43,8,15,1518402,8,14,3,5,1996,144,71,53,2,4,43,8,9,2,11,1960,159,49,53,2,4,43
5,35,1,10,1984,164,39,95,2,4,43,8,12,1518402,8,15,1,7,1751,178,79,52,2,4,43,8,14,3,5,1996,144,71,53,2,4,43
8,36,5,8,1922,184,44,70,2,4,48,8,15,1518402,8,12,1,10,1984,164,39,95,2,4,43,8,15,1,7,1751,178,79,52,2,4,43
4,37,8,10,2040,149,46,56,2,4,48,8,19,1518402,8,15,5,8,1922,184,44,70,2,4,48,8,12,1,10,1984,164,39,95,2,4,43
13,38,4,19,1973,162,62,64,2,4,48,8,15,1518402,8,19,8,10,2040,149,46,56,2,4,48,8,15,5,8,1922,184,44,70,2,4,48
14,39,13,20,2148,203,61,59,2,4,48,8,24,1518402,8,15,4,19,1973,162,62,64,2,4,48,8,19,8,10,2040,149,46,56,2,4,48
1,40,14,25,2114,246,86,71,2,4,48,8,30,1518402,8,24,13,20,2148,203,61,59,2,4,48,8,15,4,19,1973,162,62,64,2,4,48
2,41,1,36,2184,211,69,94,2,4,48,8,85,1518402,8,30,14,25,2114,246,86,71,2,4,48,8,24,13,20,2148,203,61,59,2,4,48
4,42,2,52,2209,345,112,97,2,4,48,8,99,1518402,8,85,1,36,2184,211,69,94,2,4,48,8,30,14,25,2114,246,86,71,2,4,48
14,43,4,52,2359,392,114,84,4,4,48,8,112,1518402,8,99,2,52,2209,345,112,97,2,4,48,8,85,1,36,2184,211,69,94,2,4,48
29,44,14,87,2364,414,98,92,4,4,48,8,197,1518402,8,112,4,52,2359,392,114,84,4,4,48,8,99,2,52,2209,345,112,97,2,4,48
126,45,29,112,2329,456,122,101,4,4,48,8,233,1518402,8,197,14,87,2364,414,98,92,4,4,48,8,112,4,52,2359,392,114,84,4,4,48
310,46,126,144,2399,469,145,106,4,4,48,8,375,1518402,8,233,29,112,2329,456,122,101,4,4,48,8,197,14,87,2364,414,98,92,4,4,48
374,47,310,185,2383,524,157,105,4,4,52,8,490,1518402,8,375,126,144,2399,469,145,106,4,4,48,8,233,29,112,2329,456,122,101,4,4,48
666,48,374,252,2229,605,226,93,4,4,52,8,563,1518402,8,490,310,185,2383,524,157,105,4,4,52,8,375,126,144,2399,469,145,106,4,4,48
705,49,666,384,2173,639,210,122,4,4,52,8,852,1518402,8,563,374,252,2229,605,226,93,4,4,52,8,490,310,185,2383,524,157,105,4,4,52
396,50,705,427,2204,586,239,101,4,4,52,8,929,1518402,8,852,666,384,2173,639,210,122,4,4,52,8,563,374,252,2229,605,226,93,4,4,52
372,51,396,307,2327,589,256,127,2,4,52,8,634,1518402,8,929,705,427,2204,586,239,101,4,4,52,8,852,666,384,2173,639,210,122,4,4,52
299,52,372,315,2302,654,216,134,2,4,52,8,664,1518402,8,634,396,307,2327,589,256,127,2,4,52,8,929,705,427,2204,586,239,101,4,4,52
