area,time,timeSpan,poiCount,totalOrders,gap,gapRate,ordersAsDest,lv1,lv2,lv3,lv4,weather,temperature,pm25
18,59,09:40:00==>09:50:00,126907,10,2,0.2,3,405,76,21,13,2,6,146
18,60,09:50:00==>10:00:00,126907,8,2,0.25,3,432,63,15,15,,,
18,61,10:00:00==>10:10:00,126907,15,5,0.3333333333333333,3,404,60,25,9,,,
18,62,10:10:00==>10:20:00,126907,14,8,0.5714285714285714,2,369,38,21,11,2,7,146
18,63,10:20:00==>10:30:00,126907,12,6,0.5,4,365,61,16,16,,,
18,64,10:30:00==>10:40:00,126907,14,5,0.35714285714285715,2,446,51,3,9,,,
18,65,10:40:00==>10:50:00,126907,11,2,0.18181818181818182,7,394,37,11,13,2,8,141
18,66,10:50:00==>11:00:00,126907,8,2,0.25,3,369,43,17,10,2,8,141
18,67,11:00:00==>11:10:00,126907,5,2,0.4,3,383,51,17,9,,,
18,68,11:10:00==>11:20:00,126907,12,5,0.4166666666666667,4,454,60,16,14,2,9,141
18,69,11:20:00==>11:30:00,126907,7,1,0.14285714285714285,5,435,57,17,13,,,
18,70,11:30:00==>11:40:00,126907,4,1,0.25,4,403,59,9,13,2,9,141
18,71,11:40:00==>11:50:00,126907,13,3,0.23076923076923078,1,451,39,16,19,,,
18,72,11:50:00==>12:00:00,126907,11,0,0,5,457,63,18,20,2,9,141
18,73,12:00:00==>12:10:00,126907,3,0,0,4,457,58,18,12,2,9,141
18,74,12:10:00==>12:20:00,126907,5,0,0,4,484,65,20,29,2,9,141
18,75,12:20:00==>12:30:00,126907,8,0,0,1,533,64,15,18,2,9,141
18,76,12:30:00==>12:40:00,126907,8,0,0,3,437,77,33,17,2,9,143
18,77,12:40:00==>12:50:00,126907,11,1,0.09090909090909091,5,436,49,23,3,2,9,123
18,78,12:50:00==>13:00:00,126907,4,1,0.25,2,402,59,21,23,2,9,123
18,79,13:00:00==>13:10:00,126907,9,3,0.3333333333333333,4,465,58,17,19,2,9,123
18,80,13:10:00==>13:20:00,126907,2,0,0,2,424,50,14,19,2,10,123
18,81,13:20:00==>13:30:00,126907,7,1,0.14285714285714285,3,418,43,15,25,2,10,123
18,82,13:30:00==>13:40:00,126907,9,1,0.1111111111111111,2,444,59,14,16,2,10,123
18,83,13:40:00==>13:50:00,126907,8,0,0,2,368,63,6,16,2,10,97
18,84,13:50:00==>14:00:00,126907,3,0,0,1,470,49,14,11,2,10,97
18,85,14:00:00==>14:10:00,126907,5,1,0.2,2,434,58,16,17,2,11,97
18,86,14:10:00==>14:20:00,126907,1,0,0,3,411,48,9,15,2,11,97
18,87,14:20:00==>14:30:00,126907,8,3,0.375,5,370,51,14,4,2,11,97
18,88,14:30:00==>14:40:00,126907,9,0,0,5,387,54,18,10,2,11,97
18,89,14:40:00==>14:50:00,126907,9,2,0.2222222222222222,9,443,63,18,15,2,11,84
18,90,14:50:00==>15:00:00,126907,7,0,0,7,461,75,16,25,2,11,84
18,91,15:00:00==>15:10:00,126907,7,1,0.14285714285714285,4,426,74,41,20,2,11,84
18,92,15:10:00==>15:20:00,126907,6,2,0.3333333333333333,3,489,81,16,22,,,
18,93,15:20:00==>15:30:00,126907,9,0,0,2,425,65,9,25,2,11,84
18,94,15:30:00==>15:40:00,126907,11,0,0,6,469,86,13,14,2,11,84
18,95,15:40:00==>15:50:00,126907,11,1,0.09090909090909091,7,509,82,23,31,,,
18,96,15:50:00==>16:00:00,126907,14,2,0.14285714285714285,7,482,76,25,34,2,10,83
18,97,16:00:00==>16:10:00,126907,16,1,0.0625,4,495,86,42,35,2,11,83
18,98,16:10:00==>16:20:00,126907,10,2,0.2,7,492,91,25,26,2,10,83
18,99,16:20:00==>16:30:00,126907,9,0,0,18,533,81,20,23,2,10,83
18,100,16:30:00==>16:40:00,126907,13,0,0,14,524,84,24,18,,,
18,101,16:40:00==>16:50:00,126907,7,0,0,7,473,105,16,27,2,10,83
18,102,16:50:00==>17:00:00,126907,24,8,0.3333333333333333,8,476,90,27,15,2,10,83
18,103,17:00:00==>17:10:00,126907,19,8,0.42105263157894735,15,516,103,19,16,2,10,83
18,104,17:10:00==>17:20:00,126907,15,2,0.13333333333333333,8,522,102,33,27,2,9,83
18,105,17:20:00==>17:30:00,126907,9,0,0,6,525,91,24,24,2,9,83
18,106,17:30:00==>17:40:00,126907,11,4,0.36363636363636365,4,558,101,21,21,2,9,81
18,107,17:40:00==>17:50:00,126907,10,0,0,8,495,77,27,36,2,9,80
18,108,17:50:00==>18:00:00,126907,15,0,0,7,486,109,40,33,2,8,80
18,109,18:00:00==>18:10:00,126907,7,0,0,10,437,102,33,19,2,8,80
18,110,18:10:00==>18:20:00,126907,18,0,0,9,467,63,31,14,2,8,80
18,111,18:20:00==>18:30:00,126907,17,0,0,7,522,83,19,16,2,8,80
18,112,18:30:00==>18:40:00,126907,22,3,0.13636363636363635,2,451,105,37,15,2,8,80
18,113,18:40:00==>18:50:00,126907,14,0,0,2,510,97,33,33,2,7,79
18,114,18:50:00==>19:00:00,126907,10,0,0,8,455,95,21,22,2,7,79
18,115,19:00:00==>19:10:00,126907,11,0,0,3,463,84,31,17,2,7,79
18,116,19:10:00==>19:20:00,126907,10,3,0.3,5,491,86,23,17,2,7,79
18,117,19:20:00==>19:30:00,126907,12,5,0.4166666666666667,3,456,97,17,13,2,7,79
18,118,19:30:00==>19:40:00,126907,14,1,0.07142857142857142,8,458,85,25,15,,,
18,119,19:40:00==>19:50:00,126907,13,6,0.46153846153846156,2,522,81,27,21,2,7,90
18,120,19:50:00==>20:00:00,126907,13,0,0,8,434,80,16,12,2,7,90
18,121,20:00:00==>20:10:00,126907,8,1,0.125,12,432,47,12,21,2,7,90
18,122,20:10:00==>20:20:00,126907,6,0,0,13,490,75,16,18,,,
18,123,20:20:00==>20:30:00,126907,10,4,0.4,8,436,70,29,16,2,6,90
18,124,20:30:00==>20:40:00,126907,9,0,0,3,429,68,33,25,,,
18,125,20:40:00==>20:50:00,126907,5,0,0,9,380,105,12,22,2,6,90
18,126,20:50:00==>21:00:00,126907,7,2,0.2857142857142857,10,508,104,17,18,2,6,90
18,127,21:00:00==>21:10:00,126907,7,4,0.5714285714285714,12,508,81,16,28,2,6,90
18,128,21:10:00==>21:20:00,126907,8,2,0.25,12,474,61,30,13,2,6,90
18,129,21:20:00==>21:30:00,126907,6,0,0,5,445,89,25,18,2,6,90
18,130,21:30:00==>21:40:00,126907,5,0,0,6,463,88,31,15,,,
18,131,21:40:00==>21:50:00,126907,5,0,0,6,448,81,18,23,2,6,117
18,132,21:50:00==>22:00:00,126907,3,0,0,5,443,90,22,11,2,6,117
18,133,22:00:00==>22:10:00,126907,8,1,0.125,10,470,57,16,18,2,6,117
18,134,22:10:00==>22:20:00,126907,9,0,0,3,481,71,10,13,2,5,117
18,135,22:20:00==>22:30:00,126907,5,0,0,3,441,65,19,16,2,5,117
18,136,22:30:00==>22:40:00,126907,3,2,0.6666666666666666,5,428,56,19,26,2,5,117
18,137,22:40:00==>22:50:00,126907,2,0,0,3,479,57,18,12,2,5,134
18,138,22:50:00==>23:00:00,126907,8,0,0,1,466,51,17,18,2,5,134
18,139,23:00:00==>23:10:00,126907,5,0,0,2,474,41,21,10,2,5,134
18,140,23:10:00==>23:20:00,126907,4,1,0.25,3,453,38,19,16,2,5,134
18,141,23:20:00==>23:30:00,126907,3,2,0.6666666666666666,4,423,38,18,14,2,5,134
18,142,23:30:00==>23:40:00,126907,3,0,0,2,376,44,6,7,2,5,134
18,143,23:40:00==>23:50:00,126907,3,0,0,2,407,37,12,14,2,5,132
18,144,23:50:00==>00:00:00,126907,6,2,0.3333333333333333,3,465,50,24,15,2,4,132
19,1,00:00:00==>00:10:00,232068,32,0,0,18,,,,,,,
19,2,00:10:00==>00:20:00,232068,19,1,0.05263157894736842,9,828,66,34,16,,,
19,3,00:20:00==>00:30:00,232068,28,4,0.14285714285714285,20,860,61,25,20,,,
19,4,00:30:00==>00:40:00,232068,16,0,0,13,835,73,28,26,3,5,174
19,5,00:40:00==>00:50:00,232068,16,0,0,10,861,78,30,37,3,5,176
19,6,00:50:00==>01:00:00,232068,12,0,0,10,823,47,29,19,3,5,176
19,7,01:00:00==>01:10:00,232068,14,0,0,10,823,52,37,34,3,5,176
19,8,01:10:00==>01:20:00,232068,8,1,0.125,10,686,60,20,8,3,5,176
19,9,01:20:00==>01:30:00,232068,6,0,0,14,732,80,33,21,3,5,176
19,10,01:30:00==>01:40:00,232068,12,0,0,9,680,31,14,16,3,5,176
19,11,01:40:00==>01:50:00,232068,9,1,0.1111111111111111,15,633,51,11,12,3,5,188
19,12,01:50:00==>02:00:00,232068,6,0,0,5,700,51,20,16,3,5,188
19,13,02:00:00==>02:10:00,232068,7,1,0.14285714285714285,5,666,29,18,17,3,5,188
19,14,02:10:00==>02:20:00,232068,8,1,0.125,6,619,37,27,24,3,5,188
19,15,02:20:00==>02:30:00,232068,6,0,0,5,665,54,19,15,3,5,188
19,16,02:30:00==>02:40:00,232068,9,3,0.3333333333333333,3,666,46,23,9,3,5,188
19,17,02:40:00==>02:50:00,232068,5,0,0,4,659,45,21,16,3,5,188
19,18,02:50:00==>03:00:00,232068,8,2,0.25,6,566,35,14,8,3,5,188
19,19,03:00:00==>03:10:00,232068,2,0,0,7,564,32,11,11,3,5,187
19,20,03:10:00==>03:20:00,232068,2,0,0,8,550,43,9,5,3,5,187
19,21,03:20:00==>03:30:00,232068,2,0,0,0,513,34,13,13,3,5,187
19,22,03:30:00==>03:40:00,232068,6,0,0,1,542,30,17,7,3,5,187
19,23,03:40:00==>03:50:00,232068,2,0,0,0,584,30,14,12,3,5,187
19,24,03:50:00==>04:00:00,232068,3,0,0,2,530,36,7,10,3,5,187
19,25,04:00:00==>04:10:00,232068,5,1,0.2,0,472,33,24,14,3,5,179
19,26,04:10:00==>04:20:00,232068,2,1,0.5,2,470,25,21,11,3,5,179
19,27,04:20:00==>04:30:00,232068,4,0,0,0,389,35,13,6,3,5,179
19,28,04:30:00==>04:40:00,232068,2,0,0,4,376,31,3,15,3,5,179
19,29,04:40:00==>04:50:00,232068,2,1,0.5,1,411,33,25,10,3,4,179
19,30,04:50:00==>05:00:00,232068,7,2,0.2857142857142857,0,449,21,15,9,3,4,168
19,31,05:00:00==>05:10:00,232068,1,0,0,1,529,23,13,11,3,4,168
19,32,05:10:00==>05:20:00,232068,1,0,0,1,548,25,15,15,3,4,168
19,33,05:20:00==>05:30:00,232068,0,0,NaN,1,497,33,14,8,3,4,168
19,34,05:30:00==>05:40:00,232068,2,0,0,3,495,39,16,9,3,4,168
19,35,05:40:00==>05:50:00,232068,6,0,0,0,537,43,14,7,3,4,161
19,36,05:50:00==>06:00:00,232068,2,0,0,1,515,36,12,19,3,4,161
19,37,06:00:00==>06:10:00,232068,8,4,0.5,1,517,34,12,17,3,4,161
19,38,06:10:00==>06:20:00,232068,6,2,0.3333333333333333,1,548,38,18,8,3,4,161
19,39,06:20:00==>06:30:00,232068,6,2,0.3333333333333333,2,660,31,19,7,3,4,161
19,40,06:30:00==>06:40:00,232068,13,0,0,2,575,45,17,12,3,4,161
19,41,06:40:00==>06:50:00,232068,16,0,0,8,711,56,26,21,3,4,154
19,42,06:50:00==>07:00:00,232068,13,1,0.07692307692307693,5,793,103,33,14,2,4,154
19,43,07:00:00==>07:10:00,232068,45,3,0.06666666666666667,20,806,109,44,30,2,4,154
19,44,07:10:00==>07:20:00,232068,40,0,0,20,924,92,27,16,2,4,154
19,45,07:20:00==>07:30:00,232068,56,1,0.017857142857142856,34,941,126,26,22,2,4,154
19,46,07:30:00==>07:40:00,232068,60,2,0.03333333333333333,48,952,106,35,19,2,4,154
19,47,07:40:00==>07:50:00,232068,94,4,0.0425531914893617,51,1025,149,47,35,,,
19,48,07:50:00==>08:00:00,232068,107,9,0.08411214953271028,48,998,139,68,39,2,4,154
19,49,08:00:00==>08:10:00,232068,127,12,0.09448818897637795,73,1094,182,46,43,2,4,151
19,50,08:10:00==>08:20:00,232068,146,32,0.2191780821917808,89,1064,171,33,33,,,
19,51,08:20:00==>08:30:00,232068,111,15,0.13513513513513514,99,1039,152,24,32,,,
19,52,08:30:00==>08:40:00,232068,178,44,0.24719101123595505,102,1053,163,43,26,2,4,151
19,53,08:40:00==>08:50:00,232068,169,68,0.40236686390532544,71,1079,119,54,26,,,
19,54,08:50:00==>09:00:00,232068,79,4,0.05063291139240506,55,1066,136,68,34,,,
19,55,09:00:00==>09:10:00,232068,70,0,0,37,1040,130,45,34,2,5,149
19,56,09:10:00==>09:20:00,232068,46,0,0,36,1117,136,21,31,,,
19,57,09:20:00==>09:30:00,232068,72,2,0.027777777777777776,47,1026,119,52,50,,,
19,58,09:30:00==>09:40:00,232068,42,0,0,34,1031,139,64,23,,,
19,59,09:40:00==>09:50:00,232068,52,1,0.019230769230769232,33,1029,133,24,29,2,6,146
19,60,09:50:00==>10:00:00,232068,40,0,0,27,1038,101,40,44,,,
19,61,10:00:00==>10:10:00,232068,34,1,0.029411764705882353,39,1016,136,39,39,,,
19,62,10:10:00==>10:20:00,232068,42,0,0,19,1015,116,40,32,2,7,146
19,63,10:20:00==>10:30:00,232068,34,1,0.029411764705882353,19,1061,119,31,33,,,
19,64,10:30:00==>10:40:00,232068,41,2,0.04878048780487805,27,1041,119,32,24,,,
19,65,10:40:00==>10:50:00,232068,25,2,0.08,27,1027,134,45,33,2,8,141
19,66,10:50:00==>11:00:00,232068,42,2,0.047619047619047616,23,974,89,32,22,2,8,141
19,67,11:00:00==>11:10:00,232068,40,4,0.1,31,1022,101,45,24,,,
19,68,11:10:00==>11:20:00,232068,47,3,0.06382978723404255,27,1060,116,28,32,2,9,141
19,69,11:20:00==>11:30:00,232068,44,2,0.045454545454545456,28,987,106,31,21,,,
19,70,11:30:00==>11:40:00,232068,59,4,0.06779661016949153,38,1015,102,46,21,2,9,141
19,71,11:40:00==>11:50:00,232068,46,3,0.06521739130434782,18,946,142,46,35,,,
19,72,11:50:00==>12:00:00,232068,43,2,0.046511627906976744,34,970,115,33,31,2,9,141
19,73,12:00:00==>12:10:00,232068,43,4,0.09302325581395349,22,1031,108,30,23,2,9,141
19,74,12:10:00==>12:20:00,232068,49,2,0.04081632653061224,35,1019,125,37,26,2,9,141
19,75,12:20:00==>12:30:00,232068,46,2,0.043478260869565216,18,982,113,44,26,2,9,141
19,76,12:30:00==>12:40:00,232068,50,4,0.08,23,965,119,42,28,2,9,143
19,77,12:40:00==>12:50:00,232068,44,1,0.022727272727272728,30,997,108,35,30,2,9,123
19,78,12:50:00==>13:00:00,232068,54,1,0.018518518518518517,29,981,113,49,21,2,9,123
19,79,13:00:00==>13:10:00,232068,46,5,0.10869565217391304,43,954,105,34,31,2,9,123
19,80,13:10:00==>13:20:00,232068,55,3,0.05454545454545454,34,949,78,37,25,2,10,123
19,81,13:20:00==>13:30:00,232068,59,1,0.01694915254237288,33,993,108,79,34,2,10,123
19,82,13:30:00==>13:40:00,232068,49,1,0.02040816326530612,31,1010,112,47,25,2,10,123
19,83,13:40:00==>13:50:00,232068,56,4,0.07142857142857142,16,977,135,45,28,2,10,97
19,84,13:50:00==>14:00:00,232068,43,2,0.046511627906976744,32,983,138,45,29,2,10,97
19,85,14:00:00==>14:10:00,232068,44,0,0,48,960,95,27,24,2,11,97
19,86,14:10:00==>14:20:00,232068,36,0,0,19,929,98,37,26,2,11,97
19,87,14:20:00==>14:30:00,232068,52,3,0.057692307692307696,37,979,110,59,27,2,11,97
19,88,14:30:00==>14:40:00,232068,51,0,0,30,875,123,39,31,2,11,97
19,89,14:40:00==>14:50:00,232068,53,3,0.05660377358490566,40,972,125,42,26,2,11,84
19,90,14:50:00==>15:00:00,232068,47,2,0.0425531914893617,29,986,101,23,19,2,11,84
19,91,15:00:00==>15:10:00,232068,42,2,0.047619047619047616,40,918,99,17,20,2,11,84
19,92,15:10:00==>15:20:00,232068,50,2,0.04,42,969,124,32,21,,,
19,93,15:20:00==>15:30:00,232068,42,2,0.047619047619047616,47,969,106,36,29,2,11,84
19,94,15:30:00==>15:40:00,232068,51,1,0.0196078431372549,35,1003,107,38,47,2,11,84
19,95,15:40:00==>15:50:00,232068,55,3,0.05454545454545454,30,1000,129,49,48,,,
19,96,15:50:00==>16:00:00,232068,68,3,0.04411764705882353,48,958,192,31,40,2,10,83
19,97,16:00:00==>16:10:00,232068,66,2,0.030303030303030304,35,1018,162,44,29,2,11,83
19,98,16:10:00==>16:20:00,232068,55,2,0.03636363636363636,42,1033,145,56,35,2,10,83
19,99,16:20:00==>16:30:00,232068,62,0,0,49,973,156,50,40,2,10,83
19,100,16:30:00==>16:40:00,232068,61,2,0.03278688524590164,47,1010,186,46,35,,,
19,101,16:40:00==>16:50:00,232068,58,2,0.034482758620689655,50,1000,177,50,38,2,10,83
19,102,16:50:00==>17:00:00,232068,66,1,0.015151515151515152,58,1024,187,56,48,2,10,83
19,103,17:00:00==>17:10:00,232068,93,2,0.021505376344086023,70,1022,156,70,31,2,10,83
19,104,17:10:00==>17:20:00,232068,90,3,0.03333333333333333,73,980,162,71,43,2,9,83
19,105,17:20:00==>17:30:00,232068,95,5,0.05263157894736842,69,1028,226,74,47,2,9,83
19,106,17:30:00==>17:40:00,232068,116,5,0.04310344827586207,84,1065,223,76,33,2,9,81
19,107,17:40:00==>17:50:00,232068,110,8,0.07272727272727272,62,1028,218,80,54,2,9,80
19,108,17:50:00==>18:00:00,232068,111,6,0.05405405405405406,55,1040,205,95,62,2,8,80
19,109,18:00:00==>18:10:00,232068,101,1,0.009900990099009901,59,1015,204,85,56,2,8,80
19,110,18:10:00==>18:20:00,232068,82,1,0.012195121951219513,64,998,208,88,38,2,8,80
19,111,18:20:00==>18:30:00,232068,79,1,0.012658227848101266,59,989,180,69,44,2,8,80
19,112,18:30:00==>18:40:00,232068,90,4,0.044444444444444446,66,1019,147,77,42,2,8,80
19,113,18:40:00==>18:50:00,232068,68,1,0.014705882352941176,47,1073,162,46,49,2,7,79
19,114,18:50:00==>19:00:00,232068,78,2,0.02564102564102564,37,1009,185,46,27,2,7,79
19,115,19:00:00==>19:10:00,232068,68,0,0,43,1043,148,52,51,2,7,79
19,116,19:10:00==>19:20:00,232068,52,0,0,56,1001,183,38,41,2,7,79
19,117,19:20:00==>19:30:00,232068,68,3,0.04411764705882353,44,1043,143,64,61,2,7,79
19,118,19:30:00==>19:40:00,232068,58,3,0.05172413793103448,45,1046,142,55,29,,,
19,119,19:40:00==>19:50:00,232068,56,2,0.03571428571428571,39,1048,164,46,39,2,7,90
19,120,19:50:00==>20:00:00,232068,56,2,0.03571428571428571,40,1025,143,51,51,2,7,90
19,121,20:00:00==>20:10:00,232068,55,1,0.01818181818181818,42,1086,149,47,37,2,7,90
19,122,20:10:00==>20:20:00,232068,57,1,0.017543859649122806,44,1111,162,55,40,,,
19,123,20:20:00==>20:30:00,232068,65,2,0.03076923076923077,42,1034,166,61,29,2,6,90
19,124,20:30:00==>20:40:00,232068,58,0,0,69,1069,139,35,38,,,
19,125,20:40:00==>20:50:00,232068,57,1,0.017543859649122806,53,1007,114,64,28,2,6,90
19,126,20:50:00==>21:00:00,232068,56,2,0.03571428571428571,44,992,156,47,41,2,6,90
19,127,21:00:00==>21:10:00,232068,64,2,0.03125,58,1023,146,37,27,2,6,90
19,128,21:10:00==>21:20:00,232068,60,0,0,58,1044,117,55,43,2,6,90
19,129,21:20:00==>21:30:00,232068,56,1,0.017857142857142856,57,998,105,35,36,2,6,90
19,130,21:30:00==>21:40:00,232068,52,1,0.019230769230769232,51,1054,142,46,35,,,
19,131,21:40:00==>21:50:00,232068,60,3,0.05,33,1003,139,35,31,2,6,117
19,132,21:50:00==>22:00:00,232068,48,2,0.041666666666666664,44,905,118,35,38,2,6,117
19,133,22:00:00==>22:10:00,232068,58,2,0.034482758620689655,38,960,110,42,30,2,6,117
19,134,22:10:00==>22:20:00,232068,49,1,0.02040816326530612,48,1010,119,48,23,2,5,117
19,135,22:20:00==>22:30:00,232068,33,1,0.030303030303030304,33,984,124,36,36,2,5,117
19,136,22:30:00==>22:40:00,232068,39,1,0.02564102564102564,24,1009,122,36,38,2,5,117
19,137,22:40:00==>22:50:00,232068,38,1,0.02631578947368421,35,1039,79,22,23,2,5,134
19,138,22:50:00==>23:00:00,232068,40,0,0,44,975,128,51,26,2,5,134
19,139,23:00:00==>23:10:00,232068,44,5,0.11363636363636363,35,930,104,38,21,2,5,134
19,140,23:10:00==>23:20:00,232068,35,2,0.05714285714285714,15,1000,116,28,22,2,5,134
19,141,23:20:00==>23:30:00,232068,33,0,0,31,935,117,44,32,2,5,134
19,142,23:30:00==>23:40:00,232068,32,3,0.09375,24,942,89,44,22,2,5,134
19,143,23:40:00==>23:50:00,232068,38,4,0.10526315789473684,32,972,74,37,27,2,5,132
19,144,23:50:00==>00:00:00,232068,21,3,0.14285714285714285,29,960,122,28,26,2,4,132
20,1,00:00:00==>00:10:00,238210,43,5,0.11627906976744186,18,,,,,,,
20,2,00:10:00==>00:20:00,238210,20,1,0.05,10,879,78,26,13,,,
20,3,00:20:00==>00:30:00,238210,17,1,0.058823529411764705,21,737,106,16,15,,,
20,4,00:30:00==>00:40:00,238210,14,0,0,8,723,81,18,12,3,5,174
20,5,00:40:00==>00:50:00,238210,18,1,0.05555555555555555,13,713,101,24,9,3,5,176
20,6,00:50:00==>01:00:00,238210,9,0,0,7,666,96,7,23,3,5,176
20,7,01:00:00==>01:10:00,238210,11,1,0.09090909090909091,7,651,65,23,15,3,5,176
20,8,01:10:00==>01:20:00,238210,7,1,0.14285714285714285,3,634,67,18,18,3,5,176
20,9,01:20:00==>01:30:00,238210,7,0,0,8,604,74,13,23,3,5,176
20,10,01:30:00==>01:40:00,238210,6,0,0,9,578,49,9,15,3,5,176
20,11,01:40:00==>01:50:00,238210,7,0,0,5,443,55,11,12,3,5,188
20,12,01:50:00==>02:00:00,238210,7,0,0,2,534,69,21,6,3,5,188
20,13,02:00:00==>02:10:00,238210,7,1,0.14285714285714285,1,490,53,13,14,3,5,188
20,14,02:10:00==>02:20:00,238210,8,0,0,2,486,72,19,5,3,5,188
20,15,02:20:00==>02:30:00,238210,2,0,0,2,487,37,7,8,3,5,188
20,16,02:30:00==>02:40:00,238210,5,0,0,3,458,36,6,5,3,5,188
20,17,02:40:00==>02:50:00,238210,1,0,0,2,390,44,8,9,3,5,188
20,18,02:50:00==>03:00:00,238210,2,0,0,5,435,17,10,15,3,5,188
20,19,03:00:00==>03:10:00,238210,2,0,0,1,376,22,14,7,3,5,187
20,20,03:10:00==>03:20:00,238210,4,1,0.25,1,312,29,11,8,3,5,187
20,21,03:20:00==>03:30:00,238210,2,1,0.5,2,272,25,6,11,3,5,187
20,22,03:30:00==>03:40:00,238210,2,0,0,1,274,31,14,8,3,5,187
20,23,03:40:00==>03:50:00,238210,1,1,1,3,315,49,12,5,3,5,187
20,24,03:50:00==>04:00:00,238210,1,0,0,1,296,25,8,0,3,5,187
20,25,04:00:00==>04:10:00,238210,0,0,NaN,0,281,50,9,10,3,5,179
20,26,04:10:00==>04:20:00,238210,2,0,0,2,324,28,9,11,3,5,179
20,27,04:20:00==>04:30:00,238210,1,0,0,2,213,21,7,2,3,5,179
20,28,04:30:00==>04:40:00,238210,1,0,0,1,214,20,10,9,3,5,179
20,29,04:40:00==>04:50:00,238210,1,0,0,0,259,37,12,2,3,4,179
20,30,04:50:00==>05:00:00,238210,1,0,0,0,296,22,6,8,3,4,168
20,31,05:00:00==>05:10:00,238210,3,2,0.6666666666666666,1,306,22,6,7,3,4,168
20,32,05:10:00==>05:20:00,238210,8,5,0.625,5,257,30,9,9,3,4,168
20,33,05:20:00==>05:30:00,238210,5,1,0.2,1,297,24,22,10,3,4,168
20,34,05:30:00==>05:40:00,238210,4,1,0.25,4,350,50,12,13,3,4,168
20,35,05:40:00==>05:50:00,238210,4,2,0.5,3,440,42,8,4,3,4,161
20,36,05:50:00==>06:00:00,238210,8,4,0.5,1,330,35,17,13,3,4,161
20,37,06:00:00==>06:10:00,238210,8,6,0.75,3,476,35,13,17,3,4,161
20,38,06:10:00==>06:20:00,238210,4,0,0,5,436,40,16,22,3,4,161
20,39,06:20:00==>06:30:00,238210,8,3,0.375,14,455,44,12,19,3,4,161
20,40,06:30:00==>06:40:00,238210,10,0,0,22,536,71,11,15,3,4,161
20,41,06:40:00==>06:50:00,238210,25,0,0,38,577,98,24,26,3,4,154
20,42,06:50:00==>07:00:00,238210,26,2,0.07692307692307693,39,675,115,21,15,2,4,154
20,43,07:00:00==>07:10:00,238210,50,0,0,50,787,131,36,28,2,4,154
20,44,07:10:00==>07:20:00,238210,61,3,0.04918032786885246,67,802,161,41,42,2,4,154
20,45,07:20:00==>07:30:00,238210,95,2,0.021052631578947368,146,917,232,52,21,2,4,154
20,46,07:30:00==>07:40:00,238210,97,1,0.010309278350515464,149,897,226,59,12,2,4,154
20,47,07:40:00==>07:50:00,238210,159,4,0.025157232704402517,219,935,233,90,37,,,
20,48,07:50:00==>08:00:00,238210,198,9,0.045454545454545456,338,941,272,62,35,2,4,154
20,49,08:00:00==>08:10:00,238210,406,168,0.41379310344827586,591,985,275,72,34,2,4,151
20,50,08:10:00==>08:20:00,238210,359,201,0.5598885793871866,591,1040,237,73,30,,,
20,51,08:20:00==>08:30:00,238210,368,119,0.3233695652173913,518,973,231,75,41,,,
20,52,08:30:00==>08:40:00,238210,394,115,0.2918781725888325,622,998,278,66,31,2,4,151
20,53,08:40:00==>08:50:00,238210,308,69,0.22402597402597402,545,1017,325,73,35,,,
20,54,08:50:00==>09:00:00,238210,270,16,0.05925925925925926,493,958,290,93,38,,,
20,55,09:00:00==>09:10:00,238210,234,8,0.03418803418803419,416,1000,303,101,41,2,5,149
20,56,09:10:00==>09:20:00,238210,188,4,0.02127659574468085,353,1027,293,65,63,,,
20,57,09:20:00==>09:30:00,238210,156,3,0.019230769230769232,245,1006,283,75,56,,,
20,58,09:30:00==>09:40:00,238210,97,2,0.020618556701030927,179,1073,257,72,48,,,
20,59,09:40:00==>09:50:00,238210,98,2,0.02040816326530612,153,1008,248,60,42,2,6,146
20,60,09:50:00==>10:00:00,238210,77,1,0.012987012987012988,102,1011,282,48,58,,,
20,61,10:00:00==>10:10:00,238210,83,5,0.060240963855421686,88,1029,260,58,36,,,
20,62,10:10:00==>10:20:00,238210,75,5,0.06666666666666667,76,1040,220,63,27,2,7,146
20,63,10:20:00==>10:30:00,238210,62,1,0.016129032258064516,60,1027,219,82,50,,,
20,64,10:30:00==>10:40:00,238210,57,1,0.017543859649122806,56,1006,228,46,33,,,
20,65,10:40:00==>10:50:00,238210,81,2,0.024691358024691357,53,959,242,56,41,2,8,141
20,66,10:50:00==>11:00:00,238210,82,6,0.07317073170731707,65,1037,240,46,33,2,8,141
20,67,11:00:00==>11:10:00,238210,79,3,0.0379746835443038,43,1059,214,30,31,,,
20,68,11:10:00==>11:20:00,238210,69,1,0.014492753623188406,54,991,190,42,36,2,9,141
20,69,11:20:00==>11:30:00,238210,97,2,0.020618556701030927,44,997,207,46,35,,,
20,70,11:30:00==>11:40:00,238210,97,9,0.09278350515463918,67,1025,179,47,45,2,9,141
20,71,11:40:00==>11:50:00,238210,80,3,0.0375,65,992,174,69,36,,,
20,72,11:50:00==>12:00:00,238210,108,8,0.07407407407407407,52,1000,175,68,30,2,9,141
20,73,12:00:00==>12:10:00,238210,103,3,0.02912621359223301,52,970,204,63,40,2,9,141
20,74,12:10:00==>12:20:00,238210,90,3,0.03333333333333333,58,983,191,61,37,2,9,141
20,75,12:20:00==>12:30:00,238210,87,2,0.022988505747126436,63,979,200,60,46,2,9,141
