area,time,timeSpan,poiCount,totalOrders,gap,gapRate,ordersAsDest,lv1,lv2,lv3,lv4,weather,temperature,pm25
15,32,05:10:00==>05:20:00,14442,0,0,NaN,0,,,,,,,
15,33,05:20:00==>05:30:00,14442,0,0,NaN,0,10,0,0,0,,,
15,34,05:30:00==>05:40:00,14442,0,0,NaN,0,3,0,0,0,,,
15,35,05:40:00==>05:50:00,14442,0,0,NaN,0,4,0,0,0,,,
15,36,05:50:00==>06:00:00,14442,0,0,NaN,0,4,0,0,0,,,
15,37,06:00:00==>06:10:00,14442,0,0,NaN,0,12,0,0,0,,,
15,38,06:10:00==>06:20:00,14442,0,0,NaN,0,5,0,0,0,,,
15,39,06:20:00==>06:30:00,14442,0,0,NaN,0,10,0,0,0,,,
15,40,06:30:00==>06:40:00,14442,0,0,NaN,0,12,0,0,0,,,
15,41,06:40:00==>06:50:00,14442,0,0,NaN,0,5,0,0,0,,,
15,42,06:50:00==>07:00:00,14442,0,0,NaN,0,12,0,0,0,,,
15,43,07:00:00==>07:10:00,14442,0,0,NaN,0,17,0,0,0,4,1,49
15,44,07:10:00==>07:20:00,14442,0,0,NaN,0,12,0,0,0,4,1,49
15,45,07:20:00==>07:30:00,14442,0,0,NaN,1,12,0,0,0,,,
15,46,07:30:00==>07:40:00,14442,0,0,NaN,0,21,0,0,3,4,1,49
15,47,07:40:00==>07:50:00,14442,0,0,NaN,0,29,0,0,0,,,
15,48,07:50:00==>08:00:00,14442,0,0,NaN,0,23,0,0,0,4,1,50
15,49,08:00:00==>08:10:00,14442,0,0,NaN,1,16,0,0,0,,,
15,50,08:10:00==>08:20:00,14442,1,0,0,0,16,0,0,0,4,1,50
15,51,08:20:00==>08:30:00,14442,0,0,NaN,1,23,1,0,0,,,
15,52,08:30:00==>08:40:00,14442,0,0,NaN,0,21,0,0,0,,,
15,53,08:40:00==>08:50:00,14442,0,0,NaN,1,20,0,0,0,,,
15,54,08:50:00==>09:00:00,14442,0,0,NaN,3,21,0,0,0,4,1,49
15,55,09:00:00==>09:10:00,14442,0,0,NaN,0,18,0,0,0,,,
15,56,09:10:00==>09:20:00,14442,2,0,0,1,20,0,0,0,,,
15,57,09:20:00==>09:30:00,14442,3,1,0.3333333333333333,0,17,0,0,0,4,1,49
15,58,09:30:00==>09:40:00,14442,0,0,NaN,0,12,0,0,0,,,
15,59,09:40:00==>09:50:00,14442,0,0,NaN,0,18,2,0,0,4,1,49
15,60,09:50:00==>10:00:00,14442,0,0,NaN,0,17,0,0,1,,,
15,61,10:00:00==>10:10:00,14442,0,0,NaN,0,20,0,0,0,,,
15,62,10:10:00==>10:20:00,14442,0,0,NaN,0,8,0,0,0,,,
15,63,10:20:00==>10:30:00,14442,0,0,NaN,0,20,0,0,0,,,
15,64,10:30:00==>10:40:00,14442,0,0,NaN,0,6,0,0,0,,,
15,65,10:40:00==>10:50:00,14442,0,0,NaN,0,13,0,0,0,,,
15,66,10:50:00==>11:00:00,14442,0,0,NaN,0,13,0,0,0,,,
15,67,11:00:00==>11:10:00,14442,0,0,NaN,0,18,0,0,0,,,
15,68,11:10:00==>11:20:00,14442,0,0,NaN,0,18,0,0,0,,,
15,69,11:20:00==>11:30:00,14442,1,0,0,0,18,0,0,0,,,
15,70,11:30:00==>11:40:00,14442,1,1,1,0,21,0,0,0,,,
15,71,11:40:00==>11:50:00,14442,2,2,1,0,20,0,0,0,,,
15,72,11:50:00==>12:00:00,14442,0,0,NaN,1,12,0,0,0,,,
15,73,12:00:00==>12:10:00,14442,0,0,NaN,1,16,0,0,0,,,
15,74,12:10:00==>12:20:00,14442,0,0,NaN,0,14,0,0,0,,,
15,75,12:20:00==>12:30:00,14442,1,0,0,0,25,0,0,0,,,
15,76,12:30:00==>12:40:00,14442,1,0,0,0,8,1,0,0,,,
15,77,12:40:00==>12:50:00,14442,0,0,NaN,0,20,0,0,0,,,
15,78,12:50:00==>13:00:00,14442,1,0,0,0,17,0,0,0,,,
15,79,13:00:00==>13:10:00,14442,0,0,NaN,2,18,0,0,0,,,
15,80,13:10:00==>13:20:00,14442,1,0,0,0,20,0,0,0,,,
15,81,13:20:00==>13:30:00,14442,0,0,NaN,0,13,0,0,0,,,
15,82,13:30:00==>13:40:00,14442,0,0,NaN,1,17,0,0,0,,,
15,83,13:40:00==>13:50:00,14442,0,0,NaN,0,20,0,0,0,,,
15,84,13:50:00==>14:00:00,14442,1,0,0,1,12,0,0,0,,,
15,85,14:00:00==>14:10:00,14442,0,0,NaN,1,16,0,0,0,,,
15,86,14:10:00==>14:20:00,14442,0,0,NaN,0,16,0,0,0,,,
15,87,14:20:00==>14:30:00,14442,0,0,NaN,0,16,0,0,0,,,
15,88,14:30:00==>14:40:00,14442,0,0,NaN,1,16,1,0,3,,,
15,89,14:40:00==>14:50:00,14442,0,0,NaN,2,16,0,0,0,,,
15,90,14:50:00==>15:00:00,14442,0,0,NaN,0,16,0,0,0,,,
15,91,15:00:00==>15:10:00,14442,0,0,NaN,0,19,0,0,0,,,
15,92,15:10:00==>15:20:00,14442,0,0,NaN,0,18,0,0,0,,,
15,93,15:20:00==>15:30:00,14442,0,0,NaN,0,16,0,0,0,,,
15,94,15:30:00==>15:40:00,14442,0,0,NaN,0,12,0,0,0,,,
15,95,15:40:00==>15:50:00,14442,2,1,0.5,2,11,0,0,0,,,
15,96,15:50:00==>16:00:00,14442,0,0,NaN,5,9,0,0,0,,,
15,97,16:00:00==>16:10:00,14442,0,0,NaN,1,16,0,0,0,,,
15,98,16:10:00==>16:20:00,14442,0,0,NaN,1,12,0,0,0,,,
15,99,16:20:00==>16:30:00,14442,2,0,0,1,16,0,0,0,,,
15,100,16:30:00==>16:40:00,14442,1,0,0,0,16,0,0,0,,,
15,101,16:40:00==>16:50:00,14442,0,0,NaN,2,13,0,0,1,,,
15,102,16:50:00==>17:00:00,14442,0,0,NaN,1,16,0,0,0,,,
15,103,17:00:00==>17:10:00,14442,0,0,NaN,3,16,0,0,0,,,
15,104,17:10:00==>17:20:00,14442,0,0,NaN,0,8,0,0,0,,,
15,105,17:20:00==>17:30:00,14442,1,0,0,0,13,0,0,0,,,
15,106,17:30:00==>17:40:00,14442,1,0,0,0,13,0,0,0,,,
15,107,17:40:00==>17:50:00,14442,0,0,NaN,0,20,0,0,0,,,
15,108,17:50:00==>18:00:00,14442,0,0,NaN,1,17,0,0,0,,,
15,109,18:00:00==>18:10:00,14442,1,0,0,1,14,0,0,0,,,
15,110,18:10:00==>18:20:00,14442,1,1,1,2,16,0,0,0,,,
15,111,18:20:00==>18:30:00,14442,1,0,0,2,18,0,0,0,,,
15,112,18:30:00==>18:40:00,14442,2,1,0.5,1,19,4,0,1,,,
15,113,18:40:00==>18:50:00,14442,1,0,0,1,16,0,0,0,,,
15,114,18:50:00==>19:00:00,14442,0,0,NaN,1,18,0,0,0,,,
15,115,19:00:00==>19:10:00,14442,0,0,NaN,0,16,0,0,0,4,1,44
15,116,19:10:00==>19:20:00,14442,0,0,NaN,0,16,0,0,0,,,
15,117,19:20:00==>19:30:00,14442,1,0,0,1,18,0,0,0,4,1,44
15,118,19:30:00==>19:40:00,14442,0,0,NaN,0,19,0,0,0,4,2,44
15,119,19:40:00==>19:50:00,14442,0,0,NaN,1,21,0,0,0,4,1,48
15,120,19:50:00==>20:00:00,14442,0,0,NaN,1,16,0,0,0,4,1,48
15,121,20:00:00==>20:10:00,14442,0,0,NaN,3,21,0,0,0,4,1,48
15,122,20:10:00==>20:20:00,14442,0,0,NaN,1,16,0,0,0,4,1,48
15,123,20:20:00==>20:30:00,14442,0,0,NaN,0,8,0,0,0,2,1,48
15,124,20:30:00==>20:40:00,14442,1,0,0,0,19,0,0,0,2,1,48
15,125,20:40:00==>20:50:00,14442,0,0,NaN,1,8,0,0,0,2,1,53
15,126,20:50:00==>21:00:00,14442,0,0,NaN,0,10,0,0,0,2,1,53
15,127,21:00:00==>21:10:00,14442,0,0,NaN,1,16,0,0,0,2,1,53
15,128,21:10:00==>21:20:00,14442,0,0,NaN,0,11,0,0,0,2,1,53
15,129,21:20:00==>21:30:00,14442,0,0,NaN,0,21,0,0,0,2,1,53
15,130,21:30:00==>21:40:00,14442,0,0,NaN,0,18,0,0,0,2,1,53
15,131,21:40:00==>21:50:00,14442,0,0,NaN,0,1,0,0,0,2,1,53
15,132,21:50:00==>22:00:00,14442,0,0,NaN,0,12,0,0,0,2,1,53
15,133,22:00:00==>22:10:00,14442,0,0,NaN,1,8,0,0,0,2,1,53
15,134,22:10:00==>22:20:00,14442,0,0,NaN,1,16,0,0,0,2,1,53
15,135,22:20:00==>22:30:00,14442,0,0,NaN,1,15,4,0,0,2,1,53
15,136,22:30:00==>22:40:00,14442,0,0,NaN,1,18,0,0,0,2,1,58
15,137,22:40:00==>22:50:00,14442,0,0,NaN,0,15,0,0,0,2,1,58
15,138,22:50:00==>23:00:00,14442,0,0,NaN,0,4,0,0,0,2,1,58
15,139,23:00:00==>23:10:00,14442,0,0,NaN,0,8,0,0,0,2,1,58
15,140,23:10:00==>23:20:00,14442,0,0,NaN,0,13,0,0,0,2,1,58
15,141,23:20:00==>23:30:00,14442,0,0,NaN,0,8,0,0,0,2,1,58
15,142,23:30:00==>23:40:00,14442,0,0,NaN,0,9,0,0,0,2,1,58
15,143,23:40:00==>23:50:00,14442,0,0,NaN,0,16,0,0,0,2,1,59
15,144,23:50:00==>00:00:00,14442,0,0,NaN,0,8,0,0,0,2,1,59
16,1,00:00:00==>00:10:00,82170,0,0,NaN,5,,,,,,,
16,2,00:10:00==>00:20:00,82170,2,0,0,1,311,26,13,13,,,
16,3,00:20:00==>00:30:00,82170,0,0,NaN,3,234,14,4,12,,,
16,4,00:30:00==>00:40:00,82170,1,0,0,1,315,21,11,11,,,
16,5,00:40:00==>00:50:00,82170,0,0,NaN,1,205,19,10,10,,,
16,6,00:50:00==>01:00:00,82170,5,0,0,1,122,8,4,1,,,
16,7,01:00:00==>01:10:00,82170,1,0,0,0,202,8,4,7,,,
16,8,01:10:00==>01:20:00,82170,0,0,NaN,1,218,23,2,1,,,
16,9,01:20:00==>01:30:00,82170,0,0,NaN,0,125,11,7,1,,,
16,10,01:30:00==>01:40:00,82170,1,0,0,2,179,20,5,2,,,
16,11,01:40:00==>01:50:00,82170,1,0,0,2,190,22,5,6,,,
16,12,01:50:00==>02:00:00,82170,2,1,0.5,1,130,9,8,0,,,
16,13,02:00:00==>02:10:00,82170,1,0,0,1,103,8,1,3,,,
16,14,02:10:00==>02:20:00,82170,1,0,0,1,145,11,14,8,,,
16,15,02:20:00==>02:30:00,82170,0,0,NaN,2,163,4,7,4,,,
16,16,02:30:00==>02:40:00,82170,1,1,1,3,86,10,4,2,,,
16,17,02:40:00==>02:50:00,82170,0,0,NaN,1,91,4,4,6,,,
16,18,02:50:00==>03:00:00,82170,0,0,NaN,0,115,15,1,7,,,
16,19,03:00:00==>03:10:00,82170,0,0,NaN,0,124,1,2,0,,,
16,20,03:10:00==>03:20:00,82170,0,0,NaN,1,168,9,2,2,,,
16,21,03:20:00==>03:30:00,82170,0,0,NaN,0,124,3,0,7,,,
16,22,03:30:00==>03:40:00,82170,0,0,NaN,1,73,2,0,5,,,
16,23,03:40:00==>03:50:00,82170,0,0,NaN,1,115,6,3,5,,,
16,24,03:50:00==>04:00:00,82170,0,0,NaN,0,111,4,10,4,,,
16,25,04:00:00==>04:10:00,82170,0,0,NaN,0,130,9,3,2,,,
16,26,04:10:00==>04:20:00,82170,0,0,NaN,0,41,8,3,5,,,
16,27,04:20:00==>04:30:00,82170,0,0,NaN,0,115,9,6,11,,,
16,28,04:30:00==>04:40:00,82170,0,0,NaN,0,93,7,9,2,,,
16,29,04:40:00==>04:50:00,82170,0,0,NaN,0,87,0,2,4,,,
16,30,04:50:00==>05:00:00,82170,1,0,0,1,62,2,0,6,,,
16,31,05:00:00==>05:10:00,82170,0,0,NaN,0,130,6,1,17,,,
16,32,05:10:00==>05:20:00,82170,0,0,NaN,4,102,2,8,0,,,
16,33,05:20:00==>05:30:00,82170,0,0,NaN,1,76,11,12,5,,,
16,34,05:30:00==>05:40:00,82170,0,0,NaN,5,131,9,7,7,,,
16,35,05:40:00==>05:50:00,82170,1,0,0,0,81,13,2,5,,,
16,36,05:50:00==>06:00:00,82170,0,0,NaN,0,114,4,6,0,,,
16,37,06:00:00==>06:10:00,82170,0,0,NaN,0,132,9,0,3,,,
16,38,06:10:00==>06:20:00,82170,0,0,NaN,0,167,15,9,7,,,
16,39,06:20:00==>06:30:00,82170,2,0,0,0,78,4,6,7,,,
16,40,06:30:00==>06:40:00,82170,6,2,0.3333333333333333,5,179,18,5,7,,,
16,41,06:40:00==>06:50:00,82170,0,0,NaN,2,149,28,3,7,,,
16,42,06:50:00==>07:00:00,82170,6,2,0.3333333333333333,1,184,13,5,23,,,
16,43,07:00:00==>07:10:00,82170,8,0,0,2,224,35,13,12,4,1,49
16,44,07:10:00==>07:20:00,82170,9,1,0.1111111111111111,8,245,37,12,7,4,1,49
16,45,07:20:00==>07:30:00,82170,19,0,0,8,254,45,16,12,,,
16,46,07:30:00==>07:40:00,82170,9,2,0.2222222222222222,7,335,58,19,9,4,1,49
16,47,07:40:00==>07:50:00,82170,21,1,0.047619047619047616,10,346,63,15,21,,,
16,48,07:50:00==>08:00:00,82170,30,4,0.13333333333333333,7,376,55,21,12,4,1,50
16,49,08:00:00==>08:10:00,82170,24,5,0.20833333333333334,10,353,86,23,19,,,
16,50,08:10:00==>08:20:00,82170,27,14,0.5185185185185185,7,375,72,12,17,4,1,50
16,51,08:20:00==>08:30:00,82170,21,6,0.2857142857142857,12,359,59,12,18,,,
16,52,08:30:00==>08:40:00,82170,26,7,0.2692307692307692,14,370,54,17,10,,,
16,53,08:40:00==>08:50:00,82170,13,3,0.23076923076923078,7,308,51,14,10,,,
16,54,08:50:00==>09:00:00,82170,18,7,0.3888888888888889,7,322,40,6,8,4,1,49
16,55,09:00:00==>09:10:00,82170,21,11,0.5238095238095238,9,306,47,24,19,,,
16,56,09:10:00==>09:20:00,82170,13,5,0.38461538461538464,7,332,39,14,19,,,
16,57,09:20:00==>09:30:00,82170,21,11,0.5238095238095238,8,243,37,11,15,4,1,49
16,58,09:30:00==>09:40:00,82170,18,12,0.6666666666666666,9,268,36,11,3,,,
16,59,09:40:00==>09:50:00,82170,14,11,0.7857142857142857,6,263,23,8,3,4,1,49
16,60,09:50:00==>10:00:00,82170,7,3,0.42857142857142855,6,266,43,7,5,,,
16,61,10:00:00==>10:10:00,82170,8,2,0.25,8,320,35,7,6,,,
16,62,10:10:00==>10:20:00,82170,9,3,0.3333333333333333,10,278,31,8,8,,,
16,63,10:20:00==>10:30:00,82170,13,3,0.23076923076923078,4,251,35,9,9,,,
16,64,10:30:00==>10:40:00,82170,10,5,0.5,7,310,22,14,11,,,
16,65,10:40:00==>10:50:00,82170,12,0,0,7,293,32,16,7,,,
16,66,10:50:00==>11:00:00,82170,13,4,0.3076923076923077,6,274,36,9,12,,,
16,67,11:00:00==>11:10:00,82170,8,0,0,7,362,62,18,14,,,
16,68,11:10:00==>11:20:00,82170,17,6,0.35294117647058826,2,328,33,20,25,,,
16,69,11:20:00==>11:30:00,82170,8,0,0,1,311,40,16,15,,,
16,70,11:30:00==>11:40:00,82170,4,1,0.25,3,358,35,16,23,,,
16,71,11:40:00==>11:50:00,82170,9,3,0.3333333333333333,5,280,34,15,6,,,
16,72,11:50:00==>12:00:00,82170,15,4,0.26666666666666666,10,314,29,20,7,,,
16,73,12:00:00==>12:10:00,82170,12,1,0.08333333333333333,5,292,49,9,16,,,
16,74,12:10:00==>12:20:00,82170,8,1,0.125,8,355,47,13,18,,,
16,75,12:20:00==>12:30:00,82170,17,3,0.17647058823529413,2,341,41,16,15,,,
16,76,12:30:00==>12:40:00,82170,11,0,0,4,278,47,25,10,,,
16,77,12:40:00==>12:50:00,82170,10,1,0.1,7,284,42,13,10,,,
16,78,12:50:00==>13:00:00,82170,17,10,0.5882352941176471,2,352,67,22,23,,,
16,79,13:00:00==>13:10:00,82170,3,0,0,3,320,45,23,15,,,
16,80,13:10:00==>13:20:00,82170,4,0,0,6,287,45,5,3,,,
16,81,13:20:00==>13:30:00,82170,8,0,0,4,284,36,19,16,,,
16,82,13:30:00==>13:40:00,82170,2,0,0,4,324,39,10,25,,,
16,83,13:40:00==>13:50:00,82170,12,1,0.08333333333333333,4,338,36,17,15,,,
16,84,13:50:00==>14:00:00,82170,8,0,0,3,324,46,7,19,,,
16,85,14:00:00==>14:10:00,82170,6,1,0.16666666666666666,5,323,31,13,3,,,
16,86,14:10:00==>14:20:00,82170,6,0,0,4,309,25,7,12,,,
16,87,14:20:00==>14:30:00,82170,8,0,0,6,311,59,12,11,,,
16,88,14:30:00==>14:40:00,82170,9,2,0.2222222222222222,3,306,28,7,8,,,
16,89,14:40:00==>14:50:00,82170,15,4,0.26666666666666666,9,285,30,10,6,,,
16,90,14:50:00==>15:00:00,82170,10,1,0.1,5,268,47,8,7,,,
16,91,15:00:00==>15:10:00,82170,9,0,0,8,279,43,25,6,,,
16,92,15:10:00==>15:20:00,82170,8,1,0.125,13,346,38,11,10,,,
16,93,15:20:00==>15:30:00,82170,11,1,0.09090909090909091,3,324,28,19,4,,,
16,94,15:30:00==>15:40:00,82170,8,1,0.125,8,319,45,20,10,,,
16,95,15:40:00==>15:50:00,82170,6,0,0,11,311,33,14,5,,,
16,96,15:50:00==>16:00:00,82170,7,0,0,4,298,34,12,7,,,
16,97,16:00:00==>16:10:00,82170,7,0,0,6,322,63,15,15,,,
16,98,16:10:00==>16:20:00,82170,3,0,0,8,354,34,21,12,,,
16,99,16:20:00==>16:30:00,82170,12,1,0.08333333333333333,10,361,51,18,24,,,
16,100,16:30:00==>16:40:00,82170,11,0,0,8,304,53,16,24,,,
16,101,16:40:00==>16:50:00,82170,9,1,0.1111111111111111,9,350,63,23,12,,,
16,102,16:50:00==>17:00:00,82170,16,0,0,17,345,63,14,10,,,
16,103,17:00:00==>17:10:00,82170,21,1,0.047619047619047616,16,378,70,30,25,,,
16,104,17:10:00==>17:20:00,82170,9,1,0.1111111111111111,11,340,70,22,15,,,
16,105,17:20:00==>17:30:00,82170,18,0,0,18,367,56,19,18,,,
16,106,17:30:00==>17:40:00,82170,9,0,0,20,356,52,28,14,,,
16,107,17:40:00==>17:50:00,82170,8,0,0,18,389,60,15,18,,,
16,108,17:50:00==>18:00:00,82170,11,0,0,14,365,55,27,18,,,
16,109,18:00:00==>18:10:00,82170,12,0,0,14,368,74,32,17,,,
16,110,18:10:00==>18:20:00,82170,10,0,0,23,339,75,11,16,,,
16,111,18:20:00==>18:30:00,82170,12,0,0,28,357,65,17,17,,,
16,112,18:30:00==>18:40:00,82170,10,1,0.1,20,371,78,27,19,,,
16,113,18:40:00==>18:50:00,82170,11,2,0.18181818181818182,10,369,64,22,12,,,
16,114,18:50:00==>19:00:00,82170,4,0,0,16,336,59,13,11,,,
16,115,19:00:00==>19:10:00,82170,7,0,0,7,346,66,9,21,4,1,44
16,116,19:10:00==>19:20:00,82170,5,0,0,12,349,65,30,20,,,
16,117,19:20:00==>19:30:00,82170,11,1,0.09090909090909091,10,356,44,17,19,4,1,44
16,118,19:30:00==>19:40:00,82170,11,0,0,6,336,53,15,13,4,2,44
16,119,19:40:00==>19:50:00,82170,10,0,0,12,372,50,13,21,4,1,48
16,120,19:50:00==>20:00:00,82170,6,0,0,9,363,50,12,6,4,1,48
16,121,20:00:00==>20:10:00,82170,9,1,0.1111111111111111,20,387,41,21,18,4,1,48
16,122,20:10:00==>20:20:00,82170,5,0,0,18,351,78,20,7,4,1,48
16,123,20:20:00==>20:30:00,82170,9,1,0.1111111111111111,6,373,56,18,19,2,1,48
16,124,20:30:00==>20:40:00,82170,5,0,0,13,348,48,14,21,2,1,48
16,125,20:40:00==>20:50:00,82170,7,0,0,9,349,41,11,16,2,1,53
16,126,20:50:00==>21:00:00,82170,8,0,0,10,339,52,31,9,2,1,53
16,127,21:00:00==>21:10:00,82170,8,2,0.25,11,325,46,23,17,2,1,53
16,128,21:10:00==>21:20:00,82170,2,0,0,15,382,57,20,13,2,1,53
16,129,21:20:00==>21:30:00,82170,4,0,0,13,342,40,18,8,2,1,53
16,130,21:30:00==>21:40:00,82170,10,0,0,12,351,56,12,14,2,1,53
16,131,21:40:00==>21:50:00,82170,10,0,0,8,351,45,14,12,2,1,53
16,132,21:50:00==>22:00:00,82170,4,0,0,9,357,52,16,26,2,1,53
16,133,22:00:00==>22:10:00,82170,5,0,0,10,341,53,13,11,2,1,53
16,134,22:10:00==>22:20:00,82170,3,1,0.3333333333333333,4,333,38,11,11,2,1,53
16,135,22:20:00==>22:30:00,82170,3,0,0,5,351,64,8,16,2,1,53
16,136,22:30:00==>22:40:00,82170,1,0,0,7,361,46,9,9,2,1,58
16,137,22:40:00==>22:50:00,82170,5,0,0,3,331,39,12,18,2,1,58
16,138,22:50:00==>23:00:00,82170,4,0,0,6,318,31,15,16,2,1,58
16,139,23:00:00==>23:10:00,82170,9,1,0.1111111111111111,4,294,44,16,20,2,1,58
16,140,23:10:00==>23:20:00,82170,3,0,0,5,324,36,19,16,2,1,58
16,141,23:20:00==>23:30:00,82170,3,0,0,5,342,43,11,7,2,1,58
16,142,23:30:00==>23:40:00,82170,2,0,0,0,323,34,18,9,2,1,58
16,143,23:40:00==>23:50:00,82170,4,0,0,3,299,41,12,2,2,1,59
16,144,23:50:00==>00:00:00,82170,4,0,0,4,278,46,18,10,2,1,59
17,1,00:00:00==>00:10:00,121844,2,0,0,0,,,,,,,
17,2,00:10:00==>00:20:00,121844,0,0,NaN,2,254,11,8,6,,,
17,3,00:20:00==>00:30:00,121844,1,0,0,0,268,15,13,15,,,
17,4,00:30:00==>00:40:00,121844,1,0,0,0,265,8,3,4,,,
17,5,00:40:00==>00:50:00,121844,0,0,NaN,0,322,16,11,2,,,
17,6,00:50:00==>01:00:00,121844,0,0,NaN,1,260,13,12,1,,,
17,7,01:00:00==>01:10:00,121844,0,0,NaN,1,223,15,7,0,,,
17,8,01:10:00==>01:20:00,121844,1,1,1,0,166,6,4,5,,,
17,9,01:20:00==>01:30:00,121844,0,0,NaN,1,216,11,12,3,,,
17,10,01:30:00==>01:40:00,121844,0,0,NaN,2,249,12,7,4,,,
17,11,01:40:00==>01:50:00,121844,0,0,NaN,0,202,8,7,2,,,
17,12,01:50:00==>02:00:00,121844,1,0,0,0,227,8,6,4,,,
17,13,02:00:00==>02:10:00,121844,1,0,0,0,235,8,4,2,,,
17,14,02:10:00==>02:20:00,121844,0,0,NaN,0,212,13,1,0,,,
17,15,02:20:00==>02:30:00,121844,0,0,NaN,0,155,7,5,4,,,
17,16,02:30:00==>02:40:00,121844,3,3,1,0,248,11,9,1,,,
17,17,02:40:00==>02:50:00,121844,0,0,NaN,0,156,14,6,3,,,
17,18,02:50:00==>03:00:00,121844,1,0,0,0,163,12,7,0,,,
17,19,03:00:00==>03:10:00,121844,0,0,NaN,0,140,3,3,0,,,
17,20,03:10:00==>03:20:00,121844,0,0,NaN,0,168,9,2,0,,,
17,21,03:20:00==>03:30:00,121844,1,0,0,0,190,5,5,0,,,
17,22,03:30:00==>03:40:00,121844,1,1,1,0,109,5,15,2,,,
17,23,03:40:00==>03:50:00,121844,1,1,1,0,185,16,9,1,,,
17,24,03:50:00==>04:00:00,121844,0,0,NaN,0,146,8,2,5,,,
17,25,04:00:00==>04:10:00,121844,0,0,NaN,0,132,3,0,4,,,
17,26,04:10:00==>04:20:00,121844,0,0,NaN,0,147,10,2,3,,,
17,27,04:20:00==>04:30:00,121844,0,0,NaN,0,110,4,4,0,,,
17,28,04:30:00==>04:40:00,121844,0,0,NaN,0,158,14,5,1,,,
17,29,04:40:00==>04:50:00,121844,0,0,NaN,1,164,16,8,4,,,
17,30,04:50:00==>05:00:00,121844,0,0,NaN,0,153,12,7,1,,,
17,31,05:00:00==>05:10:00,121844,0,0,NaN,0,157,4,11,6,,,
17,32,05:10:00==>05:20:00,121844,0,0,NaN,1,94,3,6,5,,,
17,33,05:20:00==>05:30:00,121844,0,0,NaN,0,117,10,3,2,,,
17,34,05:30:00==>05:40:00,121844,0,0,NaN,0,123,12,6,6,,,
17,35,05:40:00==>05:50:00,121844,0,0,NaN,0,147,10,9,5,,,
17,36,05:50:00==>06:00:00,121844,0,0,NaN,0,127,6,4,1,,,
17,37,06:00:00==>06:10:00,121844,2,1,0.5,0,207,8,7,4,,,
17,38,06:10:00==>06:20:00,121844,2,2,1,0,126,6,4,5,,,
17,39,06:20:00==>06:30:00,121844,0,0,NaN,1,133,17,11,2,,,
17,40,06:30:00==>06:40:00,121844,1,0,0,1,146,12,8,0,,,
17,41,06:40:00==>06:50:00,121844,2,0,0,1,158,8,8,9,,,
17,42,06:50:00==>07:00:00,121844,6,0,0,4,173,16,12,0,,,
17,43,07:00:00==>07:10:00,121844,12,1,0.08333333333333333,4,267,25,8,3,4,1,49
17,44,07:10:00==>07:20:00,121844,11,0,0,2,275,29,12,6,4,1,49
17,45,07:20:00==>07:30:00,121844,7,1,0.14285714285714285,10,341,43,22,9,,,
17,46,07:30:00==>07:40:00,121844,13,0,0,6,320,32,24,0,4,1,49
17,47,07:40:00==>07:50:00,121844,17,0,0,11,371,47,7,5,,,
17,48,07:50:00==>08:00:00,121844,11,0,0,14,384,55,10,9,4,1,50
17,49,08:00:00==>08:10:00,121844,18,2,0.1111111111111111,13,365,79,19,10,,,
17,50,08:10:00==>08:20:00,121844,10,1,0.1,19,398,65,27,6,4,1,50
17,51,08:20:00==>08:30:00,121844,17,0,0,17,406,55,22,10,,,
17,52,08:30:00==>08:40:00,121844,6,0,0,18,390,48,25,4,,,
17,53,08:40:00==>08:50:00,121844,9,2,0.2222222222222222,9,394,56,22,12,,,
17,54,08:50:00==>09:00:00,121844,8,0,0,6,351,48,7,1,4,1,49
17,55,09:00:00==>09:10:00,121844,16,2,0.125,8,351,33,18,2,,,
17,56,09:10:00==>09:20:00,121844,16,1,0.0625,3,355,45,34,11,,,
17,57,09:20:00==>09:30:00,121844,13,0,0,2,341,61,23,13,4,1,49
17,58,09:30:00==>09:40:00,121844,12,0,0,5,337,40,29,10,,,
17,59,09:40:00==>09:50:00,121844,24,9,0.375,5,344,41,24,9,4,1,49
17,60,09:50:00==>10:00:00,121844,13,4,0.3076923076923077,4,415,54,15,10,,,
17,61,10:00:00==>10:10:00,121844,8,0,0,4,429,51,21,2,,,
17,62,10:10:00==>10:20:00,121844,11,0,0,3,354,49,11,5,,,
17,63,10:20:00==>10:30:00,121844,4,0,0,4,356,39,9,7,,,
17,64,10:30:00==>10:40:00,121844,8,0,0,10,309,24,19,1,,,
17,65,10:40:00==>10:50:00,121844,16,1,0.0625,2,353,39,15,2,,,
17,66,10:50:00==>11:00:00,121844,10,0,0,9,360,42,10,14,,,
17,67,11:00:00==>11:10:00,121844,3,0,0,2,361,40,16,11,,,
17,68,11:10:00==>11:20:00,121844,4,0,0,2,367,37,16,7,,,
17,69,11:20:00==>11:30:00,121844,7,0,0,5,349,42,12,9,,,
17,70,11:30:00==>11:40:00,121844,8,2,0.25,8,338,48,12,11,,,
17,71,11:40:00==>11:50:00,121844,5,0,0,4,338,27,18,9,,,
17,72,11:50:00==>12:00:00,121844,7,0,0,5,328,19,18,8,,,
17,73,12:00:00==>12:10:00,121844,6,1,0.16666666666666666,2,325,28,11,4,,,
17,74,12:10:00==>12:20:00,121844,6,0,0,3,323,41,11,2,,,
17,75,12:20:00==>12:30:00,121844,9,0,0,2,356,42,13,5,,,
17,76,12:30:00==>12:40:00,121844,6,1,0.16666666666666666,4,395,43,8,7,,,
