area,time,timeSpan,poiCount,totalOrders,gap,gapRate,ordersAsDest,weather,temperature,pm25,lv1,lv2,lv3,lv4
15,136,22:30:00==>22:40:00,14442,0,0,NaN,0,,,,,,,
15,137,22:40:00==>22:50:00,14442,0,0,NaN,0,,,,,,,
15,138,22:50:00==>23:00:00,14442,0,0,NaN,0,,,,20,0,0,0
15,139,23:00:00==>23:10:00,14442,0,0,NaN,4,,,,21,0,0,0
15,140,23:10:00==>23:20:00,14442,0,0,NaN,1,,,,22,0,0,0
15,141,23:20:00==>23:30:00,14442,0,0,NaN,0,,,,16,0,0,0
15,142,23:30:00==>23:40:00,14442,0,0,NaN,0,,,,20,0,0,0
15,143,23:40:00==>23:50:00,14442,0,0,NaN,0,,,,16,0,0,0
15,144,23:50:00==>00:00:00,14442,0,0,NaN,0,,,,18,0,0,0
16,1,00:00:00==>00:10:00,82170,0,0,NaN,4,,,,,,,
16,2,00:10:00==>00:20:00,82170,2,0,0,5,2,1,102,263,38,12,7
16,3,00:20:00==>00:30:00,82170,3,0,0,5,2,1,102,255,39,9,6
16,4,00:30:00==>00:40:00,82170,1,0,0,3,2,1,100,227,17,7,15
16,5,00:40:00==>00:50:00,82170,1,0,0,2,2,1,100,169,29,6,2
16,6,00:50:00==>01:00:00,82170,2,0,0,5,2,1,108,236,13,1,6
16,7,01:00:00==>01:10:00,82170,4,0,0,0,2,1,108,196,18,11,8
16,8,01:10:00==>01:20:00,82170,3,1,0.3333333333333333,1,2,1,108,230,22,4,3
16,9,01:20:00==>01:30:00,82170,2,0,0,0,2,0,108,174,14,3,0
16,10,01:30:00==>01:40:00,82170,0,0,NaN,0,2,0,108,141,12,0,10
16,11,01:40:00==>01:50:00,82170,0,0,NaN,0,2,0,108,204,19,7,0
16,12,01:50:00==>02:00:00,82170,0,0,NaN,0,2,0,108,164,19,4,3
16,13,02:00:00==>02:10:00,82170,0,0,NaN,5,2,0,108,161,10,4,15
16,14,02:10:00==>02:20:00,82170,0,0,NaN,3,2,0,108,163,1,5,0
16,15,02:20:00==>02:30:00,82170,0,0,NaN,0,2,0,108,93,15,0,2
16,16,02:30:00==>02:40:00,82170,0,0,NaN,0,2,1,108,152,13,14,8
16,17,02:40:00==>02:50:00,82170,0,0,NaN,0,2,0,106,139,14,6,1
16,18,02:50:00==>03:00:00,82170,1,0,0,1,2,1,106,145,15,2,12
16,19,03:00:00==>03:10:00,82170,0,0,NaN,0,2,1,106,100,12,7,2
16,20,03:10:00==>03:20:00,82170,0,0,NaN,0,2,1,106,123,12,4,3
16,21,03:20:00==>03:30:00,82170,0,0,NaN,0,2,1,106,116,11,8,7
16,22,03:30:00==>03:40:00,82170,0,0,NaN,0,2,1,106,76,12,3,4
16,23,03:40:00==>03:50:00,82170,0,0,NaN,0,2,1,107,95,2,4,3
16,24,03:50:00==>04:00:00,82170,0,0,NaN,0,2,1,107,107,4,6,2
16,25,04:00:00==>04:10:00,82170,0,0,NaN,0,2,1,107,145,20,7,3
16,26,04:10:00==>04:20:00,82170,0,0,NaN,0,2,1,107,82,12,0,2
16,27,04:20:00==>04:30:00,82170,0,0,NaN,1,2,1,107,85,10,4,0
16,28,04:30:00==>04:40:00,82170,0,0,NaN,0,2,1,107,52,3,1,3
16,29,04:40:00==>04:50:00,82170,0,0,NaN,0,2,1,107,72,14,6,3
16,30,04:50:00==>05:00:00,82170,0,0,NaN,0,2,1,112,84,5,3,1
16,31,05:00:00==>05:10:00,82170,1,1,1,0,2,1,112,112,6,1,0
16,32,05:10:00==>05:20:00,82170,0,0,NaN,1,2,1,112,96,13,7,5
16,33,05:20:00==>05:30:00,82170,0,0,NaN,0,2,1,112,106,4,1,8
16,34,05:30:00==>05:40:00,82170,0,0,NaN,1,2,1,112,151,20,4,13
16,35,05:40:00==>05:50:00,82170,1,1,1,1,2,1,110,143,17,15,15
16,36,05:50:00==>06:00:00,82170,0,0,NaN,0,2,1,110,134,10,1,8
16,37,06:00:00==>06:10:00,82170,0,0,NaN,1,2,1,110,131,11,4,2
16,38,06:10:00==>06:20:00,82170,1,1,1,1,2,1,110,117,19,6,3
16,39,06:20:00==>06:30:00,82170,0,0,NaN,0,2,1,110,129,14,21,10
16,40,06:30:00==>06:40:00,82170,3,0,0,1,2,1,110,84,16,17,7
16,41,06:40:00==>06:50:00,82170,6,1,0.16666666666666666,2,2,1,106,159,10,13,2
16,42,06:50:00==>07:00:00,82170,7,0,0,2,2,1,106,200,19,11,8
16,43,07:00:00==>07:10:00,82170,7,1,0.14285714285714285,3,1,1,106,277,28,9,5
16,44,07:10:00==>07:20:00,82170,6,0,0,1,1,1,106,235,45,13,8
16,45,07:20:00==>07:30:00,82170,8,0,0,7,1,1,106,283,55,6,6
16,46,07:30:00==>07:40:00,82170,16,2,0.125,9,1,1,106,307,64,18,19
16,47,07:40:00==>07:50:00,82170,20,0,0,7,1,1,94,324,82,13,9
16,48,07:50:00==>08:00:00,82170,18,2,0.1111111111111111,11,1,1,94,341,82,27,15
16,49,08:00:00==>08:10:00,82170,23,4,0.17391304347826086,8,,,,341,79,25,18
16,50,08:10:00==>08:20:00,82170,20,4,0.2,4,,,,359,99,10,11
16,51,08:20:00==>08:30:00,82170,19,3,0.15789473684210525,14,2,1,94,369,61,14,11
16,52,08:30:00==>08:40:00,82170,28,19,0.6785714285714286,10,,,,381,49,9,12
16,53,08:40:00==>08:50:00,82170,28,12,0.42857142857142855,11,2,1,82,312,48,14,9
16,54,08:50:00==>09:00:00,82170,13,3,0.23076923076923078,13,,,,344,47,11,12
16,55,09:00:00==>09:10:00,82170,24,12,0.5,7,2,2,82,320,41,19,13
16,56,09:10:00==>09:20:00,82170,21,7,0.3333333333333333,10,,,,293,42,11,12
16,57,09:20:00==>09:30:00,82170,12,5,0.4166666666666667,8,,,,317,54,14,9
16,58,09:30:00==>09:40:00,82170,14,10,0.7142857142857143,4,2,2,82,298,30,17,17
16,59,09:40:00==>09:50:00,82170,9,6,0.6666666666666666,5,,,,264,52,12,6
16,60,09:50:00==>10:00:00,82170,6,4,0.6666666666666666,3,,,,250,31,8,14
16,61,10:00:00==>10:10:00,82170,10,1,0.1,2,,,,261,26,9,17
16,62,10:10:00==>10:20:00,82170,8,1,0.125,2,,,,282,30,9,11
16,63,10:20:00==>10:30:00,82170,6,1,0.16666666666666666,6,,,,265,28,11,8
16,64,10:30:00==>10:40:00,82170,8,0,0,3,,,,290,60,12,11
16,65,10:40:00==>10:50:00,82170,12,0,0,4,,,,361,23,14,10
16,66,10:50:00==>11:00:00,82170,12,2,0.16666666666666666,2,,,,291,42,14,3
16,67,11:00:00==>11:10:00,82170,12,5,0.4166666666666667,7,,,,272,38,18,15
16,68,11:10:00==>11:20:00,82170,11,3,0.2727272727272727,3,,,,232,39,19,18
16,69,11:20:00==>11:30:00,82170,7,0,0,7,,,,299,21,10,9
16,70,11:30:00==>11:40:00,82170,11,3,0.2727272727272727,3,,,,272,60,14,12
16,71,11:40:00==>11:50:00,82170,8,0,0,8,,,,271,21,12,10
16,72,11:50:00==>12:00:00,82170,8,1,0.125,6,,,,260,49,16,17
16,73,12:00:00==>12:10:00,82170,7,0,0,7,,,,327,47,12,11
16,74,12:10:00==>12:20:00,82170,9,1,0.1111111111111111,7,,,,353,59,13,14
16,75,12:20:00==>12:30:00,82170,11,2,0.18181818181818182,7,,,,353,47,14,18
16,76,12:30:00==>12:40:00,82170,7,2,0.2857142857142857,7,,,,328,50,24,4
16,77,12:40:00==>12:50:00,82170,3,0,0,2,,,,300,36,16,10
16,78,12:50:00==>13:00:00,82170,11,2,0.18181818181818182,6,,,,326,30,16,4
16,79,13:00:00==>13:10:00,82170,8,0,0,1,,,,322,41,17,8
16,80,13:10:00==>13:20:00,82170,6,1,0.16666666666666666,2,,,,317,35,12,17
16,81,13:20:00==>13:30:00,82170,4,1,0.25,8,,,,299,31,7,13
16,82,13:30:00==>13:40:00,82170,13,1,0.07692307692307693,10,,,,320,42,16,3
16,83,13:40:00==>13:50:00,82170,15,2,0.13333333333333333,4,,,,279,23,12,13
16,84,13:50:00==>14:00:00,82170,5,0,0,12,,,,280,38,23,8
16,85,14:00:00==>14:10:00,82170,10,3,0.3,6,,,,314,32,3,18
16,86,14:10:00==>14:20:00,82170,11,2,0.18181818181818182,10,,,,329,36,6,14
16,87,14:20:00==>14:30:00,82170,11,0,0,5,,,,283,31,17,9
16,88,14:30:00==>14:40:00,82170,9,0,0,5,,,,271,51,18,8
16,89,14:40:00==>14:50:00,82170,11,1,0.09090909090909091,11,,,,242,36,18,10
16,90,14:50:00==>15:00:00,82170,15,1,0.06666666666666667,14,,,,327,49,12,10
16,91,15:00:00==>15:10:00,82170,4,0,0,10,,,,294,43,13,7
16,92,15:10:00==>15:20:00,82170,9,1,0.1111111111111111,4,,,,314,48,7,9
16,93,15:20:00==>15:30:00,82170,9,1,0.1111111111111111,10,,,,306,29,19,12
16,94,15:30:00==>15:40:00,82170,10,2,0.2,5,,,,253,51,19,13
16,95,15:40:00==>15:50:00,82170,12,2,0.16666666666666666,8,,,,323,22,7,9
16,96,15:50:00==>16:00:00,82170,10,0,0,13,,,,321,65,18,15
16,97,16:00:00==>16:10:00,82170,10,0,0,10,,,,335,68,17,15
16,98,16:10:00==>16:20:00,82170,10,0,0,10,,,,321,50,13,16
16,99,16:20:00==>16:30:00,82170,16,3,0.1875,6,,,,349,70,29,11
16,100,16:30:00==>16:40:00,82170,12,0,0,5,,,,306,94,27,15
16,101,16:40:00==>16:50:00,82170,11,0,0,13,,,,357,60,17,18
16,102,16:50:00==>17:00:00,82170,24,6,0.25,22,,,,341,72,10,23
16,103,17:00:00==>17:10:00,82170,25,0,0,15,,,,353,66,26,15
16,104,17:10:00==>17:20:00,82170,19,7,0.3684210526315789,11,,,,341,86,24,19
16,105,17:20:00==>17:30:00,82170,13,0,0,12,,,,349,60,28,12
16,106,17:30:00==>17:40:00,82170,10,0,0,14,,,,336,64,29,33
16,107,17:40:00==>17:50:00,82170,12,0,0,26,,,,313,51,20,19
16,108,17:50:00==>18:00:00,82170,13,1,0.07692307692307693,22,,,,323,62,21,18
16,109,18:00:00==>18:10:00,82170,11,1,0.09090909090909091,13,,,,330,76,22,29
16,110,18:10:00==>18:20:00,82170,12,2,0.16666666666666666,24,,,,353,81,27,20
16,111,18:20:00==>18:30:00,82170,14,0,0,12,,,,,,,
16,112,18:30:00==>18:40:00,82170,11,0,0,14,,,,,,,
16,113,18:40:00==>18:50:00,82170,18,1,0.05555555555555555,10,,,,,,,
16,114,18:50:00==>19:00:00,82170,16,0,0,12,,,,,,,
16,115,19:00:00==>19:10:00,82170,13,2,0.15384615384615385,21,,,,,,,
16,116,19:10:00==>19:20:00,82170,13,1,0.07692307692307693,16,,,,,,,
16,117,19:20:00==>19:30:00,82170,5,0,0,27,,,,,,,
16,118,19:30:00==>19:40:00,82170,15,0,0,31,,,,,,,
16,119,19:40:00==>19:50:00,82170,13,0,0,13,,,,,,,
16,120,19:50:00==>20:00:00,82170,15,0,0,14,,,,,,,
16,121,20:00:00==>20:10:00,82170,10,2,0.2,18,,,,,,,
16,122,20:10:00==>20:20:00,82170,11,1,0.09090909090909091,9,,,,,,,
16,123,20:20:00==>20:30:00,82170,4,1,0.25,10,,,,,,,
16,124,20:30:00==>20:40:00,82170,13,0,0,9,,,,,,,
16,125,20:40:00==>20:50:00,82170,11,0,0,7,,,,253,35,13,13
16,126,20:50:00==>21:00:00,82170,9,0,0,26,,,,358,55,13,15
16,127,21:00:00==>21:10:00,82170,14,1,0.07142857142857142,24,,,,392,57,20,12
16,128,21:10:00==>21:20:00,82170,5,0,0,14,,,,335,45,15,13
16,129,21:20:00==>21:30:00,82170,8,0,0,14,,,,,,,
16,130,21:30:00==>21:40:00,82170,4,0,0,15,,,,,,,
16,131,21:40:00==>21:50:00,82170,14,0,0,14,,,,,,,
16,132,21:50:00==>22:00:00,82170,3,0,0,12,,,,,,,
16,133,22:00:00==>22:10:00,82170,10,1,0.1,9,,,,,,,
16,134,22:10:00==>22:20:00,82170,13,2,0.15384615384615385,6,,,,,,,
16,135,22:20:00==>22:30:00,82170,7,1,0.14285714285714285,2,,,,,,,
16,136,22:30:00==>22:40:00,82170,7,1,0.14285714285714285,5,,,,,,,
16,137,22:40:00==>22:50:00,82170,5,0,0,6,,,,,,,
16,138,22:50:00==>23:00:00,82170,5,0,0,4,,,,276,28,13,10
16,139,23:00:00==>23:10:00,82170,7,3,0.42857142857142855,4,,,,339,41,19,3
16,140,23:10:00==>23:20:00,82170,4,0,0,4,,,,336,48,8,20
16,141,23:20:00==>23:30:00,82170,2,0,0,2,,,,333,25,12,7
16,142,23:30:00==>23:40:00,82170,5,3,0.6,5,,,,308,25,10,13
16,143,23:40:00==>23:50:00,82170,1,1,1,3,,,,281,37,12,5
16,144,23:50:00==>00:00:00,82170,4,0,0,4,,,,305,40,15,8
17,1,00:00:00==>00:10:00,121844,0,0,NaN,0,,,,,,,
17,2,00:10:00==>00:20:00,121844,0,0,NaN,1,2,1,102,334,13,7,5
17,3,00:20:00==>00:30:00,121844,0,0,NaN,0,2,1,102,264,12,13,2
17,4,00:30:00==>00:40:00,121844,0,0,NaN,0,2,1,100,231,11,4,9
17,5,00:40:00==>00:50:00,121844,1,0,0,5,2,1,100,261,10,5,2
17,6,00:50:00==>01:00:00,121844,0,0,NaN,5,2,1,108,313,14,5,5
17,7,01:00:00==>01:10:00,121844,1,0,0,0,2,1,108,243,20,7,9
17,8,01:10:00==>01:20:00,121844,2,0,0,0,2,1,108,256,13,5,5
17,9,01:20:00==>01:30:00,121844,4,0,0,0,2,0,108,333,17,9,11
17,10,01:30:00==>01:40:00,121844,1,0,0,0,2,0,108,303,17,3,0
17,11,01:40:00==>01:50:00,121844,0,0,NaN,0,2,0,108,229,11,4,4
17,12,01:50:00==>02:00:00,121844,1,0,0,0,2,0,108,273,17,5,0
17,13,02:00:00==>02:10:00,121844,0,0,NaN,0,2,0,108,232,17,9,4
17,14,02:10:00==>02:20:00,121844,0,0,NaN,0,2,0,108,171,5,2,2
17,15,02:20:00==>02:30:00,121844,0,0,NaN,0,2,0,108,138,12,2,4
17,16,02:30:00==>02:40:00,121844,2,1,0.5,2,2,1,108,175,15,5,2
17,17,02:40:00==>02:50:00,121844,1,1,1,0,2,0,106,191,19,6,4
17,18,02:50:00==>03:00:00,121844,0,0,NaN,0,2,1,106,241,9,4,1
17,19,03:00:00==>03:10:00,121844,0,0,NaN,1,2,1,106,172,11,6,5
17,20,03:10:00==>03:20:00,121844,0,0,NaN,0,2,1,106,133,9,2,5
17,21,03:20:00==>03:30:00,121844,0,0,NaN,0,2,1,106,141,6,5,6
17,22,03:30:00==>03:40:00,121844,0,0,NaN,0,2,1,106,206,12,2,3
17,23,03:40:00==>03:50:00,121844,0,0,NaN,0,2,1,107,160,13,3,6
17,24,03:50:00==>04:00:00,121844,0,0,NaN,0,2,1,107,156,5,2,1
17,25,04:00:00==>04:10:00,121844,0,0,NaN,1,2,1,107,88,9,4,3
17,26,04:10:00==>04:20:00,121844,0,0,NaN,0,2,1,107,161,9,6,3
17,27,04:20:00==>04:30:00,121844,0,0,NaN,0,2,1,107,157,21,6,2
17,28,04:30:00==>04:40:00,121844,0,0,NaN,0,2,1,107,198,4,10,16
17,29,04:40:00==>04:50:00,121844,0,0,NaN,0,2,1,107,199,9,2,6
17,30,04:50:00==>05:00:00,121844,0,0,NaN,0,2,1,112,157,6,5,1
17,31,05:00:00==>05:10:00,121844,0,0,NaN,0,2,1,112,138,6,7,3
17,32,05:10:00==>05:20:00,121844,0,0,NaN,0,2,1,112,97,6,4,4
17,33,05:20:00==>05:30:00,121844,0,0,NaN,0,2,1,112,123,5,2,3
17,34,05:30:00==>05:40:00,121844,0,0,NaN,1,2,1,112,155,14,3,1
17,35,05:40:00==>05:50:00,121844,0,0,NaN,0,2,1,110,159,18,2,3
17,36,05:50:00==>06:00:00,121844,0,0,NaN,0,2,1,110,154,9,7,2
17,37,06:00:00==>06:10:00,121844,0,0,NaN,0,2,1,110,182,7,9,9
17,38,06:10:00==>06:20:00,121844,0,0,NaN,6,2,1,110,199,10,7,5
17,39,06:20:00==>06:30:00,121844,0,0,NaN,6,2,1,110,157,12,8,5
17,40,06:30:00==>06:40:00,121844,3,0,0,2,2,1,110,215,14,11,8
17,41,06:40:00==>06:50:00,121844,3,0,0,3,2,1,106,155,18,10,5
17,42,06:50:00==>07:00:00,121844,6,2,0.3333333333333333,3,2,1,106,258,30,7,3
17,43,07:00:00==>07:10:00,121844,3,0,0,4,1,1,106,278,38,14,8
17,44,07:10:00==>07:20:00,121844,5,0,0,4,1,1,106,350,46,9,5
17,45,07:20:00==>07:30:00,121844,11,0,0,9,1,1,106,426,60,16,5
17,46,07:30:00==>07:40:00,121844,5,2,0.4,6,1,1,106,311,74,15,8
17,47,07:40:00==>07:50:00,121844,10,0,0,14,1,1,94,292,62,26,6
17,48,07:50:00==>08:00:00,121844,11,1,0.09090909090909091,7,1,1,94,304,75,50,7
17,49,08:00:00==>08:10:00,121844,9,0,0,12,,,,266,68,36,9
17,50,08:10:00==>08:20:00,121844,9,0,0,10,,,,318,55,42,7
17,51,08:20:00==>08:30:00,121844,16,0,0,2,2,1,94,350,68,19,1
17,52,08:30:00==>08:40:00,121844,10,0,0,6,,,,345,65,20,16
17,53,08:40:00==>08:50:00,121844,9,0,0,8,2,1,82,365,44,27,9
17,54,08:50:00==>09:00:00,121844,9,0,0,5,,,,382,56,31,11
17,55,09:00:00==>09:10:00,121844,8,0,0,6,2,2,82,361,45,18,12
17,56,09:10:00==>09:20:00,121844,8,0,0,5,,,,351,66,16,8
17,57,09:20:00==>09:30:00,121844,8,0,0,5,,,,369,43,15,5
17,58,09:30:00==>09:40:00,121844,14,4,0.2857142857142857,4,2,2,82,346,46,35,5
17,59,09:40:00==>09:50:00,121844,12,5,0.4166666666666667,6,,,,342,47,18,12
17,60,09:50:00==>10:00:00,121844,10,2,0.2,4,,,,303,42,7,2
17,61,10:00:00==>10:10:00,121844,6,1,0.16666666666666666,2,,,,321,32,16,3
17,62,10:10:00==>10:20:00,121844,9,0,0,7,,,,362,41,19,2
17,63,10:20:00==>10:30:00,121844,16,4,0.25,4,,,,372,42,17,7
17,64,10:30:00==>10:40:00,121844,18,5,0.2777777777777778,0,,,,286,19,15,10
17,65,10:40:00==>10:50:00,121844,11,2,0.18181818181818182,2,,,,294,52,15,2
17,66,10:50:00==>11:00:00,121844,13,6,0.46153846153846156,2,,,,337,40,10,9
17,67,11:00:00==>11:10:00,121844,5,0,0,1,,,,323,39,13,8
17,68,11:10:00==>11:20:00,121844,13,0,0,2,,,,301,36,19,6
17,69,11:20:00==>11:30:00,121844,5,1,0.2,3,,,,317,22,17,9
17,70,11:30:00==>11:40:00,121844,8,1,0.125,3,,,,306,27,21,8
17,71,11:40:00==>11:50:00,121844,3,0,0,3,,,,325,31,10,4
17,72,11:50:00==>12:00:00,121844,12,0,0,1,,,,346,37,17,11
17,73,12:00:00==>12:10:00,121844,11,0,0,2,,,,276,39,17,12
17,74,12:10:00==>12:20:00,121844,6,0,0,9,,,,322,45,18,10
17,75,12:20:00==>12:30:00,121844,8,0,0,5,,,,338,49,11,4
17,76,12:30:00==>12:40:00,121844,9,0,0,4,,,,334,43,20,5
17,77,12:40:00==>12:50:00,121844,11,2,0.18181818181818182,3,,,,276,49,16,9
17,78,12:50:00==>13:00:00,121844,7,0,0,8,,,,331,49,21,9
17,79,13:00:00==>13:10:00,121844,7,0,0,4,,,,306,46,28,6
17,80,13:10:00==>13:20:00,121844,3,0,0,10,,,,332,53,18,6
17,81,13:20:00==>13:30:00,121844,13,2,0.15384615384615385,2,,,,326,45,19,17
17,82,13:30:00==>13:40:00,121844,13,2,0.15384615384615385,3,,,,341,53,17,3
17,83,13:40:00==>13:50:00,121844,4,0,0,4,,,,330,52,31,6
17,84,13:50:00==>14:00:00,121844,5,0,0,6,,,,296,35,22,18
17,85,14:00:00==>14:10:00,121844,8,0,0,6,,,,328,47,23,4
17,86,14:10:00==>14:20:00,121844,11,0,0,6,,,,353,51,19,7
17,87,14:20:00==>14:30:00,121844,8,0,0,5,,,,364,38,24,4
17,88,14:30:00==>14:40:00,121844,3,0,0,7,,,,321,55,22,10
17,89,14:40:00==>14:50:00,121844,7,1,0.14285714285714285,3,,,,356,38,17,11
17,90,14:50:00==>15:00:00,121844,12,0,0,5,,,,313,51,15,9
17,91,15:00:00==>15:10:00,121844,8,0,0,6,,,,331,44,22,8
17,92,15:10:00==>15:20:00,121844,12,3,0.25,4,,,,323,65,21,14
17,93,15:20:00==>15:30:00,121844,9,1,0.1111111111111111,8,,,,306,63,31,15
17,94,15:30:00==>15:40:00,121844,9,0,0,3,,,,309,49,30,21
17,95,15:40:00==>15:50:00,121844,16,3,0.1875,5,,,,291,40,33,8
17,96,15:50:00==>16:00:00,121844,8,0,0,6,,,,297,66,31,10
17,97,16:00:00==>16:10:00,121844,6,0,0,6,,,,286,68,30,7
17,98,16:10:00==>16:20:00,121844,13,0,0,3,,,,347,66,47,18
17,99,16:20:00==>16:30:00,121844,16,2,0.125,5,,,,345,81,29,13
17,100,16:30:00==>16:40:00,121844,12,0,0,5,,,,358,68,41,9
17,101,16:40:00==>16:50:00,121844,13,1,0.07692307692307693,7,,,,337,74,46,21
17,102,16:50:00==>17:00:00,121844,8,1,0.125,9,,,,348,74,54,29
17,103,17:00:00==>17:10:00,121844,8,0,0,13,,,,338,55,44,30
17,104,17:10:00==>17:20:00,121844,12,2,0.16666666666666666,14,,,,282,80,68,25
17,105,17:20:00==>17:30:00,121844,15,0,0,7,,,,284,106,56,29
17,106,17:30:00==>17:40:00,121844,14,1,0.07142857142857142,5,,,,328,97,73,18
17,107,17:40:00==>17:50:00,121844,8,1,0.125,14,,,,290,78,64,31
17,108,17:50:00==>18:00:00,121844,3,0,0,10,,,,327,94,58,8
17,109,18:00:00==>18:10:00,121844,10,1,0.1,5,,,,313,78,53,22
17,110,18:10:00==>18:20:00,121844,7,1,0.14285714285714285,4,,,,305,83,38,21
17,111,18:20:00==>18:30:00,121844,7,0,0,10,,,,,,,
17,112,18:30:00==>18:40:00,121844,5,0,0,3,,,,,,,
17,113,18:40:00==>18:50:00,121844,8,0,0,6,,,,,,,
17,114,18:50:00==>19:00:00,121844,12,0,0,2,,,,,,,
17,115,19:00:00==>19:10:00,121844,5,1,0.2,5,,,,,,,
17,116,19:10:00==>19:20:00,121844,4,0,0,10,,,,,,,
17,117,19:20:00==>19:30:00,121844,8,0,0,8,,,,,,,
17,118,19:30:00==>19:40:00,121844,9,0,0,8,,,,,,,
17,119,19:40:00==>19:50:00,121844,8,0,0,12,,,,,,,
17,120,19:50:00==>20:00:00,121844,13,0,0,4,,,,,,,
17,121,20:00:00==>20:10:00,121844,7,0,0,3,,,,,,,
17,122,20:10:00==>20:20:00,121844,4,0,0,5,,,,,,,
17,123,20:20:00==>20:30:00,121844,11,1,0.09090909090909091,6,,,,,,,
17,124,20:30:00==>20:40:00,121844,6,0,0,11,,,,,,,
17,125,20:40:00==>20:50:00,121844,13,0,0,12,,,,291,27,12,4
17,126,20:50:00==>21:00:00,121844,9,0,0,8,,,,286,47,14,15
17,127,21:00:00==>21:10:00,121844,11,0,0,9,,,,331,67,20,9
17,128,21:10:00==>21:20:00,121844,5,0,0,5,,,,362,42,19,7
17,129,21:20:00==>21:30:00,121844,2,0,0,8,,,,,,,
17,130,21:30:00==>21:40:00,121844,6,1,0.16666666666666666,5,,,,,,,
17,131,21:40:00==>21:50:00,121844,4,0,0,4,,,,,,,
17,132,21:50:00==>22:00:00,121844,4,0,0,3,,,,,,,
17,133,22:00:00==>22:10:00,121844,5,0,0,5,,,,,,,
17,134,22:10:00==>22:20:00,121844,2,0,0,4,,,,,,,
17,135,22:20:00==>22:30:00,121844,8,1,0.125,2,,,,,,,
17,136,22:30:00==>22:40:00,121844,0,0,NaN,3,,,,,,,
17,137,22:40:00==>22:50:00,121844,6,1,0.16666666666666666,0,,,,,,,
17,138,22:50:00==>23:00:00,121844,5,2,0.4,7,,,,288,11,3,3
17,139,23:00:00==>23:10:00,121844,4,0,0,3,,,,332,23,11,1
17,140,23:10:00==>23:20:00,121844,2,0,0,4,,,,345,20,4,12
17,141,23:20:00==>23:30:00,121844,6,1,0.16666666666666666,2,,,,310,20,7,4
17,142,23:30:00==>23:40:00,121844,4,0,0,0,,,,293,22,7,0
17,143,23:40:00==>23:50:00,121844,1,0,0,0,,,,299,9,9,5
17,144,23:50:00==>00:00:00,121844,1,0,0,3,,,,345,17,3,8
18,1,00:00:00==>00:10:00,126907,5,5,1,2,,,,,,,
18,2,00:10:00==>00:20:00,126907,0,0,NaN,0,2,1,102,293,48,13,13
18,3,00:20:00==>00:30:00,126907,1,0,0,3,2,1,102,330,28,9,9
18,4,00:30:00==>00:40:00,126907,1,1,1,3,2,1,100,371,38,12,18
18,5,00:40:00==>00:50:00,126907,2,2,1,2,2,1,100,405,38,17,12
18,6,00:50:00==>01:00:00,126907,1,0,0,2,2,1,108,329,40,10,10
18,7,01:00:00==>01:10:00,126907,0,0,NaN,0,2,1,108,291,32,6,16
18,8,01:10:00==>01:20:00,126907,1,0,0,1,2,1,108,325,11,6,10
18,9,01:20:00==>01:30:00,126907,2,0,0,0,2,0,108,278,24,12,17
18,10,01:30:00==>01:40:00,126907,1,1,1,0,2,0,108,267,29,7,8
18,11,01:40:00==>01:50:00,126907,2,1,0.5,0,2,0,108,216,24,6,7
18,12,01:50:00==>02:00:00,126907,3,3,1,1,2,0,108,261,25,9,5
18,13,02:00:00==>02:10:00,126907,1,1,1,2,2,0,108,257,26,1,6
18,14,02:10:00==>02:20:00,126907,1,0,0,2,2,0,108,278,28,5,15
18,15,02:20:00==>02:30:00,126907,0,0,NaN,1,2,0,108,199,16,10,17
18,16,02:30:00==>02:40:00,126907,0,0,NaN,1,2,1,108,210,23,6,9
18,17,02:40:00==>02:50:00,126907,0,0,NaN,1,2,0,106,254,23,12,16
18,18,02:50:00==>03:00:00,126907,0,0,NaN,0,2,1,106,200,23,8,16
18,19,03:00:00==>03:10:00,126907,1,1,1,0,2,1,106,180,18,8,13
18,20,03:10:00==>03:20:00,126907,1,0,0,0,2,1,106,251,19,2,6
18,21,03:20:00==>03:30:00,126907,0,0,NaN,1,2,1,106,185,14,5,9
18,22,03:30:00==>03:40:00,126907,0,0,NaN,0,2,1,106,210,28,1,25
18,23,03:40:00==>03:50:00,126907,0,0,NaN,1,2,1,107,225,16,10,10
18,24,03:50:00==>04:00:00,126907,0,0,NaN,0,2,1,107,176,19,12,7
18,25,04:00:00==>04:10:00,126907,0,0,NaN,0,2,1,107,213,17,6,10
18,26,04:10:00==>04:20:00,126907,1,0,0,1,2,1,107,250,33,8,5
18,27,04:20:00==>04:30:00,126907,0,0,NaN,0,2,1,107,221,11,8,14
18,28,04:30:00==>04:40:00,126907,0,0,NaN,0,2,1,107,218,22,9,9
18,29,04:40:00==>04:50:00,126907,0,0,NaN,0,2,1,107,148,26,11,9
18,30,04:50:00==>05:00:00,126907,0,0,NaN,0,2,1,112,190,16,14,18
18,31,05:00:00==>05:10:00,126907,0,0,NaN,3,2,1,112,187,33,3,5
18,32,05:10:00==>05:20:00,126907,0,0,NaN,0,2,1,112,189,24,5,6
18,33,05:20:00==>05:30:00,126907,2,1,0.5,0,2,1,112,258,21,3,2
18,34,05:30:00==>05:40:00,126907,0,0,NaN,0,2,1,112,200,27,7,20
18,35,05:40:00==>05:50:00,126907,0,0,NaN,0,2,1,110,259,25,3,13
18,36,05:50:00==>06:00:00,126907,1,1,1,0,2,1,110,221,40,14,18
